,X,Y,date,I_131_(Bq/m3),Cs_134_(Bq/m3),Cs_137_(Bq/m3)
1612,4.64,52.76,1986-04-29,0.0,2.0,5e-07
1613,4.64,52.76,1986-04-30,0.0,3.0,7.5e-07
1614,4.64,52.76,1986-05-01,0.0,4.0,2e-06
1615,4.64,52.76,1986-05-02,0.0,10.0,17.6
1616,4.64,52.76,1986-05-03,0.0,4.2,7.4
1617,4.64,52.76,1986-05-04,0.0,2.025,0.0
1618,4.64,52.76,1986-05-05,0.0,1.9499999999999997,0.0
1619,4.64,52.76,1986-05-06,0.0,1.8749999999999996,0.0
1620,4.64,52.76,1986-05-07,0.0,1.7999999999999994,0.0
1621,4.64,52.76,1986-05-08,0.0,1.7249999999999992,0.0
1622,4.64,52.76,1986-05-09,0.0,1.649999999999999,0.0
1623,4.64,52.76,1986-05-10,0.0,1.5749999999999988,0.0
1624,4.64,52.76,1986-05-11,0.0,1.4999999999999987,0.0
1625,4.64,52.76,1986-05-12,0.0,1.4249999999999985,0.0
1626,4.64,52.76,1986-05-13,0.0,1.3499999999999983,0.0
1627,4.64,52.76,1986-05-14,0.0,1.2749999999999981,0.0
1628,4.64,52.76,1986-05-15,0.0,1.199999999999998,0.0
1629,4.64,52.76,1986-05-16,0.0,1.1249999999999978,0.0
1630,4.64,52.76,1986-05-17,0.0,1.0499999999999976,0.0
1631,4.64,52.76,1986-05-18,0.0,0.9749999999999974,0.0
1632,4.64,52.76,1986-05-19,0.0,0.8999999999999972,0.0
1633,4.64,52.76,1986-05-20,0.0,0.8249999999999971,0.0
1634,4.64,52.76,1986-05-21,0.0,0.7499999999999969,0.0
1635,4.64,52.76,1986-05-22,0.0,0.6749999999999967,0.0
1636,4.64,52.76,1986-05-23,0.0,0.5999999999999965,0.0
1637,4.64,52.76,1986-05-24,0.0,0.5249999999999964,0.0
1638,4.64,52.76,1986-05-25,0.0,0.4499999999999962,0.0
1639,4.64,52.76,1986-05-26,0.0,0.374999999999996,0.0
1640,4.64,52.76,1986-05-27,0.0,0.2999999999999958,0.0
1641,4.64,52.76,1986-05-28,0.0,0.22499999999999565,0.0
1642,4.64,52.76,1986-05-29,0.0,0.14999999999999547,0.0
1643,4.64,52.76,1986-05-30,0.0,0.07499999999999529,0.0
1644,4.64,52.76,1986-05-31,0.0,-4.884981308350689e-15,0.0
1645,3.58,51.45,1986-04-27,0.0,0.0,0.0
1646,3.58,51.45,1986-04-28,1.514,0.378,0.9019999999999999
1647,3.58,51.45,1986-04-29,3.028,0.756,1.8039999999999998
1648,3.58,51.45,1986-04-30,4.542,1.134,2.7059999999999995
1649,3.58,51.45,1986-05-01,6.056,1.512,3.6079999999999997
1650,3.58,51.45,1986-05-02,15.14,3.7800000000000002,9.02
1651,3.58,51.45,1986-05-03,6.6000000000000005,1.38,3.3
1652,3.58,51.45,1986-05-04,0.46,0.02,0.04
1653,3.58,51.45,1986-05-05,0.08,0.01,0.04
1654,3.58,51.45,1986-05-06,0.12,0.01,0.04
1655,3.58,51.45,1986-05-07,0.06,0.01,0.04
1656,3.58,51.45,1986-05-08,0.02711111111111111,0.02,0.018000000000000002
1657,3.58,51.45,1986-05-09,0.02422222222222222,0.02,0.016000000000000004
1658,3.58,51.45,1986-05-10,0.021333333333333333,0.009571428571428571,0.014000000000000005
1659,3.58,51.45,1986-05-11,0.018444444444444444,0.009142857142857142,0.012000000000000007
1660,3.58,51.45,1986-05-12,0.015555555555555555,0.008714285714285713,0.010000000000000009
1661,3.58,51.45,1986-05-13,0.012666666666666666,0.008285714285714283,0.00800000000000001
1662,3.58,51.45,1986-05-14,0.009777777777777778,0.007857142857142854,0.006000000000000012
1663,3.58,51.45,1986-05-15,0.006888888888888889,0.007428571428571425,0.004000000000000014
1664,3.58,51.45,1986-05-16,0.008,0.006999999999999996,0.004
1665,3.58,51.45,1986-05-17,0.0037142857142857142,0.006571428571428567,0.0018571428571428571
1666,3.58,51.45,1986-05-18,0.0034285714285714284,0.006142857142857137,0.0017142857142857142
1667,3.58,51.45,1986-05-19,0.0031428571428571426,0.005714285714285708,0.0015714285714285713
1668,3.58,51.45,1986-05-20,0.0028571428571428567,0.005285714285714279,0.0014285714285714284
1669,3.58,51.45,1986-05-21,0.002571428571428571,0.00485714285714285,0.0012857142857142854
1670,3.58,51.45,1986-05-22,0.002285714285714285,0.004428571428571421,0.0011428571428571425
1671,3.58,51.45,1986-05-23,0.004,0.003999999999999991,0.002
1672,3.58,51.45,1986-05-24,0.00175,0.003571428571428562,0.000875
1673,3.58,51.45,1986-05-25,0.0015,0.003142857142857133,0.00075
1674,3.58,51.45,1986-05-26,0.00125,0.002714285714285704,0.000625
1675,3.58,51.45,1986-05-27,0.001,0.0022857142857142746,0.0005
1676,3.58,51.45,1986-05-28,0.00075,0.0018571428571428454,0.000375
1677,3.58,51.45,1986-05-29,0.0005,0.0014285714285714162,0.00025
1678,3.58,51.45,1986-05-30,0.00025,0.002,0.000125
1679,3.58,51.45,1986-05-31,0.0,0.0,0.0
1680,23.78,38.0,1986-04-27,0.0,0.0,0.0
1681,23.78,38.0,1986-04-28,0.5166666666666667,0.0,0.26666666666666666
1682,23.78,38.0,1986-04-29,1.0333333333333334,0.0,0.5333333333333333
1683,23.78,38.0,1986-04-30,1.5500000000000003,0.0,0.8
1684,23.78,38.0,1986-05-01,2.066666666666667,0.0,1.0666666666666667
1685,23.78,38.0,1986-05-02,2.5833333333333335,0.0,1.3333333333333333
1686,23.78,38.0,1986-05-03,6.2,0.0,3.2
1687,23.78,38.0,1986-05-04,19.0,0.0,7.8
1688,23.78,38.0,1986-05-05,27.0,0.0,4.4
1689,23.78,38.0,1986-05-06,11.2,0.0,3.4
1690,23.78,38.0,1986-05-07,4.333333333333333,4.4,0.0
1691,23.78,38.0,1986-05-08,3.0666666666666664,5.0,0.0
1692,23.78,38.0,1986-05-09,3.6,0.0,0.4
1693,23.78,38.0,1986-05-10,1.0,0.0,0.26
1694,23.78,38.0,1986-05-11,1.06,0.0,0.42
1695,23.78,38.0,1986-05-12,0.68,0.0,0.0
1696,23.78,38.0,1986-05-13,0.4,0.0,0.18
1697,23.78,38.0,1986-05-14,0.24,0.0,0.06
1698,23.78,38.0,1986-05-15,0.42,0.0,0.0
1699,23.78,38.0,1986-05-16,0.24,0.0,0.0
1700,23.78,38.0,1986-05-17,0.26,0.0,0.0
1701,23.78,38.0,1986-05-18,0.4,0.0,0.0
1702,23.78,38.0,1986-05-19,0.08,0.0,0.06
1703,23.78,38.0,1986-05-20,0.08,0.0,0.0
1704,23.78,38.0,1986-05-21,0.1,0.0,0.0
1705,23.78,38.0,1986-05-22,0.02,0.0,0.0
1706,23.78,38.0,1986-05-23,0.04,0.0,0.0
1707,23.78,38.0,1986-05-24,0.04,0.0,0.02
1708,23.78,38.0,1986-05-25,0.06,0.0,0.0
1709,23.78,38.0,1986-05-26,0.04,0.0,0.0
1710,23.78,38.0,1986-05-27,0.02,0.0,0.04
1711,23.78,38.0,1986-05-28,0.04,0.0,0.0
1712,23.78,38.0,1986-05-29,0.015,0.0,0.0
1713,23.78,38.0,1986-05-30,0.02,0.0,0.0
1714,23.78,38.0,1986-05-31,0.0,0.0,0.0
1715,21.79,40.31,1986-04-27,0.0,0.0,0.0
1716,21.79,40.31,1986-04-28,0.75,0.0,0.2333333333333333
1717,21.79,40.31,1986-04-29,1.5,0.0,0.4666666666666666
1718,21.79,40.31,1986-04-30,2.25,0.0,0.7
1719,21.79,40.31,1986-05-01,3.0,0.0,0.9333333333333332
1720,21.79,40.31,1986-05-02,3.75,0.0,1.1666666666666665
1721,21.79,40.31,1986-05-03,9.0,0.0,2.8
1722,21.79,40.31,1986-05-04,22.0,0.0,6.8
1723,21.79,40.31,1986-05-05,13.6,0.0,4.0
1724,21.79,40.31,1986-05-06,4.2,0.0,1.4
1725,21.79,40.31,1986-05-07,1.85,0.0,0.725
1726,21.79,40.31,1986-05-08,3.2,0.0,1.5
1727,21.79,40.31,1986-05-09,4.0,0.0,0.8
1728,21.79,40.31,1986-05-10,0.8,0.0,0.14
1729,21.79,40.31,1986-05-11,0.2,0.0,0.02
1730,21.79,40.31,1986-05-12,0.44,0.0,0.08
1731,21.79,40.31,1986-05-13,0.36,0.0,0.1
1732,21.79,40.31,1986-05-14,0.08,0.0,0.02
1733,21.79,40.31,1986-05-15,0.04666666666666667,0.0,0.006666666666666666
1734,21.79,40.31,1986-05-16,0.05333333333333334,0.0,0.0033333333333333322
1735,21.79,40.31,1986-05-17,0.12,0.0,0.0
1736,21.79,40.31,1986-05-18,0.02,0.0,0.0
1737,21.79,40.31,1986-05-19,0.025,0.0,0.0
1738,21.79,40.31,1986-05-20,0.08,0.0,0.0
1739,21.79,40.31,1986-05-21,0.02,0.0,0.0
1740,21.79,40.31,1986-05-22,0.009000000000000001,0.0,0.0
1741,21.79,40.31,1986-05-23,0.008000000000000002,0.0,0.0
1742,21.79,40.31,1986-05-24,0.007000000000000003,0.0,0.0
1743,21.79,40.31,1986-05-25,0.006000000000000004,0.0,0.0
1744,21.79,40.31,1986-05-26,0.0050000000000000044,0.0,0.0
1745,21.79,40.31,1986-05-27,0.004000000000000005,0.0,0.0
1746,21.79,40.31,1986-05-28,0.003000000000000006,0.0,0.0
1747,21.79,40.31,1986-05-29,0.002000000000000007,0.0,0.0
1748,21.79,40.31,1986-05-30,0.0010000000000000078,0.0,0.0
1749,21.79,40.31,1986-05-31,0.0,0.0,0.0
1750,22.95,40.59,1986-04-27,0.0,0.0,0.0
1751,22.95,40.59,1986-04-28,0.03333333333333333,0.0,0.0
1752,22.95,40.59,1986-04-29,0.06666666666666667,0.0,0.0
1753,22.95,40.59,1986-04-30,0.1,0.0,0.0
1754,22.95,40.59,1986-05-01,0.13333333333333333,0.0,0.0
1755,22.95,40.59,1986-05-02,0.16666666666666666,0.0,0.0
1756,22.95,40.59,1986-05-03,0.4,0.0,0.0
1757,22.95,40.59,1986-05-04,2.8,0.0,1.4
1758,22.95,40.59,1986-05-05,10.2,0.0,6.0
1759,22.95,40.59,1986-05-06,6.4,0.0,4.4
1760,22.95,40.59,1986-05-07,19.0,0.0,0.0
1761,22.95,40.59,1986-05-08,4.925,0.0,0.03
1762,22.95,40.59,1986-05-09,0.7,0.0,0.12
1763,22.95,40.59,1986-05-10,0.4,0.0,0.12
1764,22.95,40.59,1986-05-11,0.2,0.0,0.04
1765,22.95,40.59,1986-05-12,0.06,0.0,0.04
1766,22.95,40.59,1986-05-13,0.04,0.0,0.025
1767,22.95,40.59,1986-05-14,0.1,0.0,0.06
1768,22.95,40.59,1986-05-15,0.08,0.0,0.04
1769,22.95,40.59,1986-05-16,0.05,0.0,0.01
1770,22.95,40.59,1986-05-17,0.12,0.0,0.0
1771,22.95,40.59,1986-05-18,0.045,0.0,0.015
1772,22.95,40.59,1986-05-19,0.06,0.0,0.06
1773,22.95,40.59,1986-05-20,0.04,0.0,0.0
1774,22.95,40.59,1986-05-21,0.04,0.0,0.0
1775,22.95,40.59,1986-05-22,0.0175,0.0,0.0
1776,22.95,40.59,1986-05-23,0.015000000000000003,0.0,0.0
1777,22.95,40.59,1986-05-24,0.012500000000000004,0.0,0.0
1778,22.95,40.59,1986-05-25,0.02,0.0,0.0
1779,22.95,40.59,1986-05-26,0.02,0.0,0.0
1780,22.95,40.59,1986-05-27,0.01,0.0,0.0
1781,22.95,40.59,1986-05-28,0.01,0.0,0.0
1782,22.95,40.59,1986-05-29,0.02,0.0,0.0
1783,22.95,40.59,1986-05-30,0.005,0.0,0.0
1784,22.95,40.59,1986-05-31,0.0,0.0,0.0
1785,-2.45,51.69,1986-04-27,0.0,0.0,0.0
1786,-2.45,51.69,1986-04-28,3.3333333333333335e-05,0.0,0.0
1787,-2.45,51.69,1986-04-29,6.666666666666667e-05,0.0,0.0
1788,-2.45,51.69,1986-04-30,0.0002,0.0,0.0
1789,-2.45,51.69,1986-05-01,1.6350500000000001,0.0008,0.0
1790,-2.45,51.69,1986-05-02,6.540000000000001,1.272,2.34
1791,-2.45,51.69,1986-05-03,0.492,0.1406,0.26080000000000003
1792,-2.45,51.69,1986-05-04,0.006,0.0004,0.001
1793,-2.45,51.69,1986-05-05,0.0162,0.0006,0.0006
1794,-2.45,51.69,1986-05-06,0.0078,0.0,0.0028
1795,-2.45,51.69,1986-05-07,0.052000000000000005,0.007,0.012
1796,-2.45,51.69,1986-05-08,0.0044,0.0,0.00026
1797,-2.45,51.69,1986-05-09,0.006,0.0007,0.00092
1798,-2.45,51.69,1986-05-10,0.00054,0.0,0.00052
1799,-2.45,51.69,1986-05-11,0.0034,0.00056,0.00092
1800,-2.45,51.69,1986-05-12,0.004,0.0006,0.001
1801,-2.45,51.69,1986-05-13,0.004,0.0,0.00074
1802,-2.45,51.69,1986-05-14,0.005,0.00104,0.00144
1803,-2.45,51.69,1986-05-15,0.0032,0.0012,0.002
1804,-2.45,51.69,1986-05-16,0.0015,0.0005625,0.0009375
1805,-2.45,51.69,1986-05-17,0.0014,0.000525,0.0008749999999999999
1806,-2.45,51.69,1986-05-18,0.0013,0.0004875,0.0008124999999999999
1807,-2.45,51.69,1986-05-19,0.0012,0.00045,0.0007499999999999998
1808,-2.45,51.69,1986-05-20,0.0010999999999999998,0.0004125,0.0006874999999999997
1809,-2.45,51.69,1986-05-21,0.0009999999999999998,0.000375,0.0006249999999999997
1810,-2.45,51.69,1986-05-22,0.0008999999999999998,0.0003375,0.0005624999999999996
1811,-2.45,51.69,1986-05-23,0.0007999999999999997,0.00030000000000000003,0.0004999999999999996
1812,-2.45,51.69,1986-05-24,0.0006999999999999997,0.00026250000000000004,0.0004374999999999995
1813,-2.45,51.69,1986-05-25,0.0005999999999999996,0.00022500000000000005,0.00037499999999999947
1814,-2.45,51.69,1986-05-26,0.0004999999999999996,0.00018750000000000006,0.0003124999999999994
1815,-2.45,51.69,1986-05-27,0.00039999999999999953,0.00015000000000000007,0.00024999999999999935
1816,-2.45,51.69,1986-05-28,0.0002999999999999995,0.00011250000000000008,0.0001874999999999993
1817,-2.45,51.69,1986-05-29,0.00019999999999999944,7.500000000000009e-05,0.00012499999999999924
1818,-2.45,51.69,1986-05-30,9.99999999999994e-05,3.75000000000001e-05,6.249999999999919e-05
1819,-2.45,51.69,1986-05-31,0.0,0.0,0.0
1820,-3.61,55.06,1986-04-27,0.0,0.0,0.0
1821,-3.61,55.06,1986-04-28,0.45,0.0002,0.0
1822,-3.61,55.06,1986-04-29,0.9,0.0004,0.0
1823,-3.61,55.06,1986-04-30,1.35,0.0006000000000000001,0.0
1824,-3.61,55.06,1986-05-01,1.8,0.0008,0.0
1825,-3.61,55.06,1986-05-02,2.25,0.002,0.0
1826,-3.61,55.06,1986-05-03,5.4,3.5,4.4
1827,-3.61,55.06,1986-05-04,1.66,0.2,1.5
1828,-3.61,55.06,1986-05-05,0.0182,0.0,0.3777
1829,-3.61,55.06,1986-05-06,0.062,0.0058,0.0108
1830,-3.61,55.06,1986-05-07,0.006,0.0059499999999999996,0.002
1831,-3.61,55.06,1986-05-08,0.01,0.018,0.01
1832,-3.61,55.06,1986-05-09,0.064,0.01,0.022
1833,-3.61,55.06,1986-05-10,0.01,0.003,0.002
1834,-3.61,55.06,1986-05-11,0.00415,0.002,0.001
1835,-3.61,55.06,1986-05-12,0.0066,0.0011,0.002
1836,-3.61,55.06,1986-05-13,0.0066,0.0012000000000000001,0.002
1837,-3.61,55.06,1986-05-14,0.0092,0.0026,0.005
1838,-3.61,55.06,1986-05-15,0.006,0.0012235294117647058,0.002
1839,-3.61,55.06,1986-05-16,0.0042,0.0011470588235294116,0.002
1840,-3.61,55.06,1986-05-17,0.00196,0.0010705882352941174,0.0009333333333333333
1841,-3.61,55.06,1986-05-18,0.00182,0.0009941176470588233,0.0008666666666666666
1842,-3.61,55.06,1986-05-19,0.00168,0.0009176470588235291,0.0007999999999999999
1843,-3.61,55.06,1986-05-20,0.0015400000000000001,0.000841176470588235,0.0007333333333333332
1844,-3.61,55.06,1986-05-21,0.0014000000000000002,0.0007647058823529408,0.0006666666666666665
1845,-3.61,55.06,1986-05-22,0.0012600000000000003,0.0006882352941176466,0.0005999999999999998
1846,-3.61,55.06,1986-05-23,0.0011200000000000003,0.0006117647058823525,0.0005333333333333331
1847,-3.61,55.06,1986-05-24,0.0009800000000000004,0.0005352941176470583,0.00046666666666666645
1848,-3.61,55.06,1986-05-25,0.0008400000000000005,0.0004588235294117641,0.00039999999999999975
1849,-3.61,55.06,1986-05-26,0.0007000000000000005,0.00038235294117646996,0.00033333333333333305
1850,-3.61,55.06,1986-05-27,0.0005600000000000006,0.0003058823529411758,0.00026666666666666635
1851,-3.61,55.06,1986-05-28,0.00042000000000000067,0.00022941176470588163,0.00019999999999999966
1852,-3.61,55.06,1986-05-29,0.00028000000000000073,0.00015294117647058746,0.00013333333333333296
1853,-3.61,55.06,1986-05-30,0.0001400000000000008,7.64705882352933e-05,6.666666666666626e-05
1854,-3.61,55.06,1986-05-31,0.0,0.0,0.0
1855,-4.49,56.0,1986-04-27,0.0,0.0,0.0
1856,-4.49,56.0,1986-04-28,0.0,0.0005,0.0
1857,-4.49,56.0,1986-04-29,0.0,0.001,0.0
1858,-4.49,56.0,1986-04-30,0.0,0.0015,0.0
1859,-4.49,56.0,1986-05-01,0.0,0.002,0.0010967741935483872
1860,-4.49,56.0,1986-05-02,0.0,0.0025,0.0021935483870967744
1861,-4.49,56.0,1986-05-03,0.0,0.003,0.0032903225806451613
1862,-4.49,56.0,1986-05-04,0.0,0.0035,0.004387096774193549
1863,-4.49,56.0,1986-05-05,0.0,0.004,0.005483870967741936
1864,-4.49,56.0,1986-05-06,0.0,0.0045000000000000005,0.006580645161290323
1865,-4.49,56.0,1986-05-07,0.0,0.005,0.00767741935483871
1866,-4.49,56.0,1986-05-08,0.0,0.0055,0.008774193548387097
1867,-4.49,56.0,1986-05-09,0.0,0.006,0.009870967741935485
1868,-4.49,56.0,1986-05-10,0.0,0.006500000000000001,0.010967741935483872
1869,-4.49,56.0,1986-05-11,0.0,0.007,0.01206451612903226
1870,-4.49,56.0,1986-05-12,0.0,0.0075,0.013161290322580645
1871,-4.49,56.0,1986-05-13,0.0,0.008,0.014258064516129033
1872,-4.49,56.0,1986-05-14,0.0,0.0085,0.01535483870967742
1873,-4.49,56.0,1986-05-15,0.0,0.009000000000000001,0.016451612903225808
1874,-4.49,56.0,1986-05-16,0.0,0.0095,0.017548387096774195
1875,-4.49,56.0,1986-05-17,0.0,0.01,0.018645161290322582
1876,-4.49,56.0,1986-05-18,0.0,0.0105,0.01974193548387097
1877,-4.49,56.0,1986-05-19,0.0,0.011,0.020838709677419357
1878,-4.49,56.0,1986-05-20,0.0,0.0115,0.021935483870967745
1879,-4.49,56.0,1986-05-21,0.0,0.012,0.023032258064516132
1880,-4.49,56.0,1986-05-22,0.0,0.0125,0.02412903225806452
1881,-4.49,56.0,1986-05-23,0.0,0.013000000000000001,0.025225806451612907
1882,-4.49,56.0,1986-05-24,0.0,0.0135,0.02632258064516129
1883,-4.49,56.0,1986-05-25,0.0,0.014,0.027419354838709678
1884,-4.49,56.0,1986-05-26,0.0,0.0145,0.028516129032258065
1885,-4.49,56.0,1986-05-27,0.0,0.015,0.029612903225806453
1886,-4.49,56.0,1986-05-28,0.0,0.0155,0.03070967741935484
1887,-4.49,56.0,1986-05-29,0.0,0.016,0.03180645161290323
1888,-4.49,56.0,1986-05-30,0.0,0.0165,0.032903225806451615
1889,-4.49,56.0,1986-05-31,0.0,0.034,0.068
1890,-4.83,56.0,1986-04-27,0.0,0.0,0.0
1891,-4.83,56.0,1986-04-28,6.8e-05,0.19183333333333333,4e-05
1892,-4.83,56.0,1986-04-29,0.000136,0.38366666666666666,8e-05
1893,-4.83,56.0,1986-04-30,0.000204,0.5755,0.00012000000000000002
1894,-4.83,56.0,1986-05-01,0.000272,0.7673333333333333,0.00016
1895,-4.83,56.0,1986-05-02,0.00068,0.9591666666666666,0.0004
1896,-4.83,56.0,1986-05-03,7.088,2.302,4.359999999999999
1897,-4.83,56.0,1986-05-04,1.064,0.41600000000000004,0.9040000000000001
1898,-4.83,56.0,1986-05-05,0.012,0.0006,0.0012
1899,-4.83,56.0,1986-05-06,0.116,0.012,0.022
1900,-4.83,56.0,1986-05-07,0.008,0.0018,0.0036
1901,-4.83,56.0,1986-05-08,0.0076,0.0016,0.0034
1902,-4.83,56.0,1986-05-09,0.0166,0.0018,0.0042
1903,-4.83,56.0,1986-05-10,0.0024,0.0006,0.0014
1904,-4.83,56.0,1986-05-11,0.002,0.0006,0.001
1905,-4.83,56.0,1986-05-12,0.0068,0.0012,0.0022
1906,-4.83,56.0,1986-05-13,0.0032,0.0006,0.0012
1907,-4.83,56.0,1986-05-14,0.0076,0.0014,0.003
1908,-4.83,56.0,1986-05-15,0.0048,0.0016,0.0032
1909,-4.83,56.0,1986-05-16,0.0054,0.0018,0.004
1910,-4.83,56.0,1986-05-17,0.0052,0.0022,0.004
1911,-4.83,56.0,1986-05-18,0.0024999999999999996,0.0013,0.0028
1912,-4.83,56.0,1986-05-19,0.0048,0.003,0.0072
1913,-4.83,56.0,1986-05-20,0.0022749999999999997,0.0014,0.003275
1914,-4.83,56.0,1986-05-21,0.0021499999999999996,0.0013,0.0029500000000000004
1915,-4.83,56.0,1986-05-22,0.0020249999999999995,0.0012,0.0026250000000000006
1916,-4.83,56.0,1986-05-23,0.0038,0.0022,0.0046
1917,-4.83,56.0,1986-05-24,0.0017,0.0010142857142857143,0.0021285714285714285
1918,-4.83,56.0,1986-05-25,0.0014999999999999998,0.0009285714285714286,0.001957142857142857
1919,-4.83,56.0,1986-05-26,0.0012999999999999997,0.0008428571428571428,0.0017857142857142854
1920,-4.83,56.0,1986-05-27,0.0010999999999999996,0.000757142857142857,0.001614285714285714
1921,-4.83,56.0,1986-05-28,0.0008999999999999995,0.0006714285714285713,0.0014428571428571424
1922,-4.83,56.0,1986-05-29,0.0006999999999999995,0.0005857142857142855,0.001271428571428571
1923,-4.83,56.0,1986-05-30,0.001,0.001,0.0022
1924,-4.83,56.0,1986-05-31,0.0,0.0,0.0
1925,-1.3,51.62,1986-04-27,0.0,0.0,0.0
1926,-1.3,51.62,1986-04-28,3.53228,1.25e-05,0.000452
1927,-1.3,51.62,1986-04-29,7.06456,2.5e-05,0.000904
1928,-1.3,51.62,1986-04-30,10.59684,3.7500000000000003e-05,0.001356
1929,-1.3,51.62,1986-05-01,14.12912,0.0001,0.001808
1930,-1.3,51.62,1986-05-02,35.3228,6.88,0.00452
1931,-1.3,51.62,1986-05-03,3.06,1.002,0.02814
1932,-1.3,51.62,1986-05-04,0.0416,0.00076,0.008119999999999999
1933,-1.3,51.62,1986-05-05,0.0352,0.0,0.00434
1934,-1.3,51.62,1986-05-06,0.006,2.8e-05,0.001595
1935,-1.3,51.62,1986-05-07,0.41339999999999993,0.01534,0.00204
1936,-1.3,51.62,1986-05-08,0.0482,0.0045,0.0009775
1937,-1.3,51.62,1986-05-09,0.02,0.00314,0.0009350000000000001
1938,-1.3,51.62,1986-05-10,0.0012000000000000001,2.4e-05,0.0008925000000000001
1939,-1.3,51.62,1986-05-11,0.0031,0.00024,0.0008500000000000001
1940,-1.3,51.62,1986-05-12,0.0062,0.00054,0.0008075000000000001
1941,-1.3,51.62,1986-05-13,0.0064,0.00066,0.0007650000000000001
1942,-1.3,51.62,1986-05-14,0.0058,0.00056,0.0007225
1943,-1.3,51.62,1986-05-15,0.0044,0.00124,0.00068
1944,-1.3,51.62,1986-05-16,0.0039,0.00122,0.0006375
1945,-1.3,51.62,1986-05-17,0.0052,0.00158,0.000595
1946,-1.3,51.62,1986-05-18,0.0023,0.00094,0.0005525
1947,-1.3,51.62,1986-05-19,0.0046,0.0023,0.00051
1948,-1.3,51.62,1986-05-20,0.0036,0.0023,0.00046750000000000003
1949,-1.3,51.62,1986-05-21,0.00195,0.0012,0.00042500000000000003
1950,-1.3,51.62,1986-05-22,0.0042,0.00144,0.00038250000000000003
1951,-1.3,51.62,1986-05-23,0.0086,0.0038,0.00034
1952,-1.3,51.62,1986-05-24,0.0037625000000000002,0.0016625,0.0002975
1953,-1.3,51.62,1986-05-25,0.0032250000000000004,0.0014249999999999998,0.000255
1954,-1.3,51.62,1986-05-26,0.0026875000000000007,0.0011874999999999998,0.00021250000000000002
1955,-1.3,51.62,1986-05-27,0.002150000000000001,0.0009499999999999997,0.00017
1956,-1.3,51.62,1986-05-28,0.001612500000000001,0.0007124999999999996,0.0001275
1957,-1.3,51.62,1986-05-29,0.0010750000000000013,0.0004749999999999995,8.5e-05
1958,-1.3,51.62,1986-05-30,0.0005375000000000015,0.00023749999999999943,4.25e-05
1959,-1.3,51.62,1986-05-31,0.0,0.0,0.0
1960,4.33,50.78,1986-04-27,0.0,0.0,0.0
1961,4.33,50.78,1986-04-28,0.0,1.7899999999999998,0.0016666666666666668
1962,4.33,50.78,1986-04-29,0.0,3.5799999999999996,0.0033333333333333335
1963,4.33,50.78,1986-04-30,0.0,5.369999999999999,0.005
1964,4.33,50.78,1986-05-01,18.57,7.159999999999999,0.006666666666666667
1965,4.33,50.78,1986-05-02,74.28,17.9,0.008333333333333333
1966,4.33,50.78,1986-05-03,32.89999999999999,2.8200000000000003,0.02
1967,4.33,50.78,1986-05-04,0.4174,0.06,0.008875000000000001
1968,4.33,50.78,1986-05-05,0.5640000000000001,0.1058,0.007750000000000002
1969,4.33,50.78,1986-05-06,0.1908,0.0,0.006625000000000002
1970,4.33,50.78,1986-05-07,0.1996,0.005,0.005500000000000003
1971,4.33,50.78,1986-05-08,0.0234,0.0042,0.004375000000000004
1972,4.33,50.78,1986-05-09,0.0158,0.0,0.0032500000000000046
1973,4.33,50.78,1986-05-10,0.0072,0.0,0.0021250000000000054
1974,4.33,50.78,1986-05-11,0.0034,0.0,0.002
1975,4.33,50.78,1986-05-12,0.0186,0.0,0.000875
1976,4.33,50.78,1986-05-13,0.0066,0.00094,0.00075
1977,4.33,50.78,1986-05-14,0.011,0.0008,0.000625
1978,4.33,50.78,1986-05-15,0.0092,0.0008,0.001
1979,4.33,50.78,1986-05-16,0.0056,0.0014,0.00046875
1980,4.33,50.78,1986-05-17,0.008,0.0024,0.00043749999999999995
1981,4.33,50.78,1986-05-18,0.0037142857142857142,0.0011142857142857141,0.00040624999999999993
1982,4.33,50.78,1986-05-19,0.0034285714285714284,0.0010285714285714284,0.0003749999999999999
1983,4.33,50.78,1986-05-20,0.0031428571428571426,0.0009428571428571426,0.00034374999999999987
1984,4.33,50.78,1986-05-21,0.0028571428571428567,0.0008571428571428569,0.00031249999999999984
1985,4.33,50.78,1986-05-22,0.002571428571428571,0.0007714285714285711,0.0002812499999999998
1986,4.33,50.78,1986-05-23,0.002285714285714285,0.0006857142857142854,0.0002499999999999998
1987,4.33,50.78,1986-05-24,0.001999999999999999,0.0005999999999999996,0.00021874999999999976
1988,4.33,50.78,1986-05-25,0.0017142857142857133,0.0005142857142857139,0.00018749999999999973
1989,4.33,50.78,1986-05-26,0.0014285714285714275,0.0004285714285714281,0.0001562499999999997
1990,4.33,50.78,1986-05-27,0.0011428571428571416,0.00034285714285714236,0.00012499999999999968
1991,4.33,50.78,1986-05-28,0.0008571428571428558,0.0002571428571428566,9.374999999999965e-05
1992,4.33,50.78,1986-05-29,0.00057142857142857,0.00017142857142857086,6.249999999999962e-05
1993,4.33,50.78,1986-05-30,0.0002857142857142841,8.57142857142851e-05,3.1249999999999594e-05
1994,4.33,50.78,1986-05-31,0.0,0.0,0.0
1995,5.12,51.18,1986-04-27,0.0,0.0,0.0
1996,5.12,51.18,1986-04-28,0.0,0.0,6.2e-05
1997,5.12,51.18,1986-04-29,0.0,3.3333333333333335e-05,1.55e-05
