,X,Y,date,I_131_(Bq/m3),Cs_134_(Bq/m3),Cs_137_(Bq/m3)
0,12.07,55.7,1986-04-27,2.0,0.0,0.48
1,12.07,55.7,1986-04-28,0.0092,0.00108,0.00196
2,12.07,55.7,1986-04-29,0.030619999999999998,0.0086,0.01498
3,12.07,55.7,1986-04-30,0.0015,0.0002,0.00056
4,12.07,55.7,1986-05-01,0.00106,0.0,0.0004
5,12.07,55.7,1986-05-02,0.0352,0.0,0.00044
6,12.07,55.7,1986-05-03,0.4478,0.00424,0.00712
7,12.07,55.7,1986-05-04,1.348606,0.057084,0.093332
8,12.07,55.7,1986-05-05,1.284,0.0285,0.045700000000000005
9,12.07,55.7,1986-05-06,0.996,0.0224,0.0376
10,12.07,55.7,1986-05-07,0.992,0.1648,0.3088
11,12.07,55.7,1986-05-08,0.37647549999999996,0.063791,0.11941225
12,12.07,55.7,1986-05-09,0.25695099999999993,0.045182,0.08442449999999999
13,12.07,55.7,1986-05-10,0.1374264999999999,0.026573,0.049436749999999974
14,12.07,55.7,1986-05-11,0.035804,0.015928,0.028898
15,12.07,55.7,1986-05-12,0.011100500000000001,0.004214000000000001,0.007594
16,12.07,55.7,1986-05-13,0.008598,0.000928,0.001478
17,12.07,55.7,1986-05-14,0.016504,0.002472,0.004544
18,12.07,55.7,1986-05-15,0.00649,0.000974,0.001762
19,12.07,55.7,1986-05-16,0.00301,0.000338,0.000584
20,12.07,55.7,1986-05-17,0.005544,0.000902,0.001566
21,12.07,55.7,1986-05-18,0.003328,0.000776,0.00149
22,12.07,55.7,1986-05-19,0.004496,0.002734,0.004842
23,12.07,55.7,1986-05-20,0.005014,0.002878,0.005198
24,12.07,55.7,1986-05-21,0.004014,0.001566,0.002646
25,12.07,55.7,1986-05-22,0.00562,0.002044,0.003546
26,12.07,55.7,1986-05-23,0.0024749999999999998,0.0010883333333333333,0.0019403333333333334
27,12.07,55.7,1986-05-24,0.0021399999999999995,0.0011546666666666667,0.0021076666666666665
28,12.07,55.7,1986-05-25,0.00361,0.002442,0.00455
29,12.07,55.7,1986-05-26,0.002058,0.001498,0.0026
30,12.07,55.7,1986-05-27,0.001034,0.00063,0.001188
31,12.07,55.7,1986-05-28,0.000964,0.000392,0.00066
32,12.07,55.7,1986-05-29,0.001066,0.000292,0.00066
33,12.07,55.7,1986-05-30,0.0002665,7.3e-05,0.000165
34,12.07,55.7,1986-05-31,0.0,0.0,0.0
35,6.1,50.76,1986-04-27,0.0,0.0,0.0
36,6.1,50.76,1986-04-28,0.0,0.0175,0.09866666666666667
37,6.1,50.76,1986-04-29,0.0,0.035,0.19733333333333333
38,6.1,50.76,1986-04-30,0.0,0.052500000000000005,0.296
39,6.1,50.76,1986-05-01,0.0,0.14,0.39466666666666667
40,6.1,50.76,1986-05-02,3.81,10.704000000000002,0.49333333333333335
41,6.1,50.76,1986-05-03,4.514,2.444,0.592
42,6.1,50.76,1986-05-04,1.368,0.46,0.6906666666666667
43,6.1,50.76,1986-05-05,0.148,0.04,0.7893333333333333
44,6.1,50.76,1986-05-06,0.108,0.104,0.888
45,6.1,50.76,1986-05-07,0.08,0.0442,0.9866666666666667
46,6.1,50.76,1986-05-08,0.017,0.0024,1.0853333333333333
47,6.1,50.76,1986-05-09,0.0134,0.015,2.368
48,6.1,50.76,1986-05-10,0.0104,0.0014,1.2025000000000001
49,6.1,50.76,1986-05-11,0.0126,0.0014,2.442
50,6.1,50.76,1986-05-12,0.012,0.004,0.8160000000000001
51,6.1,50.76,1986-05-13,0.0,0.002,0.822
52,6.1,50.76,1986-05-14,0.0004833333333333333,0.00097,0.38816666666666666
53,6.1,50.76,1986-05-15,0.0009666666666666666,0.0009400000000000001,0.36533333333333334
54,6.1,50.76,1986-05-16,0.00145,0.0009100000000000001,0.3425
55,6.1,50.76,1986-05-17,0.0019333333333333331,0.0008800000000000001,0.3196666666666667
56,6.1,50.76,1986-05-18,0.0024166666666666664,0.0008500000000000002,0.2968333333333334
57,6.1,50.76,1986-05-19,0.0058,0.00164,0.2740000000000001
58,6.1,50.76,1986-05-20,0.0027285714285714283,0.0008128571428571428,0.25116666666666676
59,6.1,50.76,1986-05-21,0.002557142857142857,0.0008057142857142857,0.22833333333333344
60,6.1,50.76,1986-05-22,0.0023857142857142853,0.0007985714285714285,0.20550000000000013
61,6.1,50.76,1986-05-23,0.0022142857142857138,0.0007914285714285714,0.1826666666666668
62,6.1,50.76,1986-05-24,0.0020428571428571423,0.0007842857142857143,0.1598333333333335
63,6.1,50.76,1986-05-25,0.0018714285714285708,0.0007771428571428571,0.13700000000000018
64,6.1,50.76,1986-05-26,0.0034,0.00154,0.11416666666666686
65,6.1,50.76,1986-05-27,0.0013599999999999999,0.000616,0.09133333333333354
66,6.1,50.76,1986-05-28,0.0010199999999999999,0.00046200000000000006,0.06850000000000023
67,6.1,50.76,1986-05-29,0.0006799999999999998,0.0003080000000000001,0.04566666666666691
68,6.1,50.76,1986-05-30,0.0003399999999999998,0.00015400000000000017,0.022833333333333594
69,6.1,50.76,1986-05-31,0.0,0.0,0.0
70,10.59,49.3,1986-04-27,0.0,0.0,0.0
71,10.59,49.3,1986-04-28,0.345,0.0,0.28
72,10.59,49.3,1986-04-29,1.38,0.0,1.12
73,10.59,49.3,1986-04-30,11.6,0.0,5.8
74,10.59,49.3,1986-05-01,11.252,0.0,6.028
75,10.59,49.3,1986-05-02,5.8,0.0,4.34
76,10.59,49.3,1986-05-03,2.8,0.0,1.92
77,10.59,49.3,1986-05-04,0.734,0.0,0.526
78,10.59,49.3,1986-05-05,1.244,0.0,1.25
79,10.59,49.3,1986-05-06,0.296,0.0,0.22
80,10.59,49.3,1986-05-07,0.076,0.0,0.044
81,10.59,49.3,1986-05-08,0.03641666666666667,0.0,0.021083333333333332
82,10.59,49.3,1986-05-09,0.034833333333333334,0.0,0.020166666666666666
83,10.59,49.3,1986-05-10,0.03325,0.0,0.01925
84,10.59,49.3,1986-05-11,0.03166666666666667,0.0,0.018333333333333333
85,10.59,49.3,1986-05-12,0.030083333333333337,0.0,0.017416666666666667
86,10.59,49.3,1986-05-13,0.028500000000000004,0.0,0.0165
87,10.59,49.3,1986-05-14,0.026916666666666672,0.0,0.015583333333333334
88,10.59,49.3,1986-05-15,0.02533333333333334,0.0,0.014666666666666668
89,10.59,49.3,1986-05-16,0.023750000000000007,0.0,0.013750000000000002
90,10.59,49.3,1986-05-17,0.022166666666666675,0.0,0.012833333333333335
91,10.59,49.3,1986-05-18,0.020583333333333342,0.0,0.01191666666666667
92,10.59,49.3,1986-05-19,0.01900000000000001,0.0,0.011000000000000003
93,10.59,49.3,1986-05-20,0.017416666666666678,0.0,0.010083333333333337
94,10.59,49.3,1986-05-21,0.015833333333333345,0.0,0.00916666666666667
95,10.59,49.3,1986-05-22,0.014250000000000013,0.0,0.008250000000000004
96,10.59,49.3,1986-05-23,0.01266666666666668,0.0,0.0073333333333333375
97,10.59,49.3,1986-05-24,0.011083333333333348,0.0,0.006416666666666671
98,10.59,49.3,1986-05-25,0.009500000000000015,0.0,0.005500000000000005
99,10.59,49.3,1986-05-26,0.007916666666666683,0.0,0.0045833333333333386
100,10.59,49.3,1986-05-27,0.0063333333333333505,0.0,0.0036666666666666722
101,10.59,49.3,1986-05-28,0.004750000000000018,0.0,0.002750000000000006
102,10.59,49.3,1986-05-29,0.0031666666666666857,0.0,0.0018333333333333396
103,10.59,49.3,1986-05-30,0.0015833333333333532,0.0,0.0009166666666666733
104,10.59,49.3,1986-05-31,0.0,0.0,0.0
105,13.42,52.5,1986-04-27,0.0,0.0,0.0
106,13.42,52.5,1986-04-28,0.044,0.0,0.0006
107,13.42,52.5,1986-04-29,0.176,0.0,0.0024
108,13.42,52.5,1986-04-30,5.28,2.042,0.0006
109,13.42,52.5,1986-05-01,1.7,0.636,0.0
110,13.42,52.5,1986-05-02,0.18,0.0074,0.0013
111,13.42,52.5,1986-05-03,0.43,0.0052,0.0052
112,13.42,52.5,1986-05-04,1.628,0.23,0.0020499999999999997
113,13.42,52.5,1986-05-05,1.066,0.236,0.003
114,13.42,52.5,1986-05-06,0.902,0.08,0.00152
115,13.42,52.5,1986-05-07,1.456,0.174,0.00308
116,13.42,52.5,1986-05-08,0.52,0.23,0.00077
117,13.42,52.5,1986-05-09,0.024,0.0022,0.0
118,13.42,52.5,1986-05-10,0.02,0.00074,0.07
119,13.42,52.5,1986-05-11,0.0126,0.00148,0.28
120,13.42,52.5,1986-05-12,0.0106,0.00154,0.3725
121,13.42,52.5,1986-05-13,0.0056,0.0009514285714285714,0.605
122,13.42,52.5,1986-05-14,0.0059,0.001132857142857143,0.8375
123,13.42,52.5,1986-05-15,0.0062,0.0013142857142857142,1.0699999999999998
124,13.42,52.5,1986-05-16,0.0065,0.0014957142857142855,1.3024999999999998
125,13.42,52.5,1986-05-17,0.0068,0.001677142857142857,1.5350000000000001
126,13.42,52.5,1986-05-18,0.0070999999999999995,0.0018585714285714286,1.7675
127,13.42,52.5,1986-05-19,0.0148,0.00408,4.0
128,13.42,52.5,1986-05-20,0.006514285714285715,0.00183,1.8333333333333333
129,13.42,52.5,1986-05-21,0.005628571428571429,0.00162,1.6666666666666665
130,13.42,52.5,1986-05-22,0.004742857142857143,0.0014099999999999998,1.4999999999999998
131,13.42,52.5,1986-05-23,0.0038571428571428576,0.0011999999999999997,1.333333333333333
132,13.42,52.5,1986-05-24,0.002971428571428572,0.0009899999999999996,1.1666666666666663
133,13.42,52.5,1986-05-25,0.0020857142857142862,0.0007799999999999994,0.9999999999999996
134,13.42,52.5,1986-05-26,0.0024,0.00114,0.8333333333333328
135,13.42,52.5,1986-05-27,0.0009599999999999999,0.00045599999999999997,0.6666666666666661
136,13.42,52.5,1986-05-28,0.0007199999999999999,0.00034199999999999996,0.49999999999999933
137,13.42,52.5,1986-05-29,0.00047999999999999996,0.00022799999999999996,0.3333333333333326
138,13.42,52.5,1986-05-30,0.00023999999999999998,0.00011399999999999995,0.16666666666666585
139,13.42,52.5,1986-05-31,0.0,0.0,0.0
140,12.78,49.2,1986-04-27,0.0,0.0,0.0
141,12.78,49.2,1986-04-28,1.1,0.0,0.415
142,12.78,49.2,1986-04-29,4.4,0.0,1.66
143,12.78,49.2,1986-04-30,39.3,0.0,22.2
144,12.78,49.2,1986-05-01,31.2,0.0,17.6
145,12.78,49.2,1986-05-02,2.76,0.0,1.1
146,12.78,49.2,1986-05-03,2.62,0.0,2.84
147,12.78,49.2,1986-05-04,2.5,0.0,2.24
148,12.78,49.2,1986-05-05,1.54,0.0,1.18
149,12.78,49.2,1986-05-06,0.98,0.0,0.72
150,12.78,49.2,1986-05-07,1.0,0.0,0.72
151,12.78,49.2,1986-05-08,0.05,0.0,0.054
152,12.78,49.2,1986-05-09,0.02391304347826087,0.0,0.02582608695652174
153,12.78,49.2,1986-05-10,0.02282608695652174,0.0,0.024652173913043477
154,12.78,49.2,1986-05-11,0.021739130434782608,0.0,0.023478260869565216
155,12.78,49.2,1986-05-12,0.020652173913043477,0.0,0.022304347826086954
156,12.78,49.2,1986-05-13,0.019565217391304346,0.0,0.021130434782608693
157,12.78,49.2,1986-05-14,0.018478260869565215,0.0,0.019956521739130432
158,12.78,49.2,1986-05-15,0.017391304347826084,0.0,0.01878260869565217
159,12.78,49.2,1986-05-16,0.016304347826086953,0.0,0.01760869565217391
160,12.78,49.2,1986-05-17,0.015217391304347822,0.0,0.016434782608695648
161,12.78,49.2,1986-05-18,0.01413043478260869,0.0,0.015260869565217387
162,12.78,49.2,1986-05-19,0.01304347826086956,0.0,0.014086956521739125
163,12.78,49.2,1986-05-20,0.011956521739130428,0.0,0.012913043478260864
164,12.78,49.2,1986-05-21,0.010869565217391297,0.0,0.011739130434782603
165,12.78,49.2,1986-05-22,0.009782608695652166,0.0,0.010565217391304341
166,12.78,49.2,1986-05-23,0.008695652173913035,0.0,0.00939130434782608
167,12.78,49.2,1986-05-24,0.007608695652173904,0.0,0.008217391304347819
168,12.78,49.2,1986-05-25,0.006521739130434773,0.0,0.0070434782608695574
169,12.78,49.2,1986-05-26,0.005434782608695642,0.0,0.005869565217391296
170,12.78,49.2,1986-05-27,0.0043478260869565105,0.0,0.004695652173913035
171,12.78,49.2,1986-05-28,0.0032608695652173794,0.0,0.0035217391304347735
172,12.78,49.2,1986-05-29,0.0021739130434782483,0.0,0.002347826086956512
173,12.78,49.2,1986-05-30,0.0010869565217391172,0.0,0.001173913043478251
174,12.78,49.2,1986-05-31,0.0,0.0,0.0
175,7.87,48.0,1986-04-27,0.0,0.0,0.0
176,7.87,48.0,1986-04-28,0.25333333333333335,0.049999999999999996,0.18666666666666668
177,7.87,48.0,1986-04-29,0.5066666666666667,0.09999999999999999,0.37333333333333335
178,7.87,48.0,1986-04-30,1.52,0.3,1.12
179,7.87,48.0,1986-05-01,13.458,3.0308,2.2
180,7.87,48.0,1986-05-02,45.72,15.934000000000001,2.856
181,7.87,48.0,1986-05-03,8.92,2.322,0.76
182,7.87,48.0,1986-05-04,11.600000000000001,2.736,0.10600000000000001
183,7.87,48.0,1986-05-05,0.712,0.186,0.0465
184,7.87,48.0,1986-05-06,0.62,0.14,0.08
185,7.87,48.0,1986-05-07,0.208,0.045200000000000004,0.14
186,7.87,48.0,1986-05-08,0.054,0.0082,0.04
187,7.87,48.0,1986-05-09,0.47000000000000003,0.21059999999999998,0.03
188,7.87,48.0,1986-05-10,0.07,0.011000000000000001,0.0175
189,7.87,48.0,1986-05-11,0.007,0.0,0.04
190,7.87,48.0,1986-05-12,0.0004,0.0,0.015
191,7.87,48.0,1986-05-13,0.0058,0.0,0.02
192,7.87,48.0,1986-05-14,0.006,0.0,0.008
193,7.87,48.0,1986-05-15,0.005,0.0,0.012
194,7.87,48.0,1986-05-16,0.0096,0.002,0.005625
195,7.87,48.0,1986-05-17,0.004542857142857143,0.001042857142857143,0.0052499999999999995
196,7.87,48.0,1986-05-18,0.004285714285714286,0.0010857142857142858,0.004874999999999999
197,7.87,48.0,1986-05-19,0.004028571428571429,0.0011285714285714287,0.004499999999999999
198,7.87,48.0,1986-05-20,0.0037714285714285723,0.0011714285714285715,0.0041249999999999985
199,7.87,48.0,1986-05-21,0.0035142857142857154,0.0012142857142857144,0.003749999999999998
200,7.87,48.0,1986-05-22,0.0032571428571428586,0.0012571428571428573,0.003374999999999998
201,7.87,48.0,1986-05-23,0.006,0.0026,0.0029999999999999975
202,7.87,48.0,1986-05-24,0.0028142857142857145,0.001342857142857143,0.002624999999999997
203,7.87,48.0,1986-05-25,0.002628571428571429,0.001385714285714286,0.002249999999999997
204,7.87,48.0,1986-05-26,0.0024428571428571433,0.0014285714285714288,0.0018749999999999965
205,7.87,48.0,1986-05-27,0.0022571428571428577,0.0014714285714285717,0.0014999999999999961
206,7.87,48.0,1986-05-28,0.002071428571428572,0.0015142857142857145,0.0011249999999999958
207,7.87,48.0,1986-05-29,0.0018857142857142866,0.0015571428571428574,0.0007499999999999955
208,7.87,48.0,1986-05-30,0.0034,0.0032000000000000006,0.00037499999999999513
209,7.87,48.0,1986-05-31,0.0,0.0,0.0
210,9.95,51.53,1986-04-27,0.0,0.0,0.0
211,9.95,51.53,1986-04-28,0.0008666666666666666,0.0,0.00039999999999999996
212,9.95,51.53,1986-04-29,0.0017333333333333333,0.0,0.0007999999999999999
213,9.95,51.53,1986-04-30,0.0052,0.0,0.0024
214,9.95,51.53,1986-05-01,2.1206500000000004,0.31,0.6530499999999999
215,9.95,51.53,1986-05-02,8.477400000000001,1.24,2.6098
216,9.95,51.53,1986-05-03,1.78,0.0,0.54
217,9.95,51.53,1986-05-04,2.2,0.4,0.9
218,9.95,51.53,1986-05-05,5.58,0.98,2.34
219,9.95,51.53,1986-05-06,2.38,0.22,1.24
220,9.95,51.53,1986-05-07,0.764,0.178,0.354
221,9.95,51.53,1986-05-08,0.20600000000000002,0.04545,0.09044999999999999
222,9.95,51.53,1986-05-09,0.06,0.0038,0.0078
223,9.95,51.53,1986-05-10,0.022833333333333334,0.0015333333333333334,0.003133333333333333
224,9.95,51.53,1986-05-11,0.01566666666666667,0.0011666666666666668,0.0023666666666666662
225,9.95,51.53,1986-05-12,0.017,0.0016,0.0032
226,9.95,51.53,1986-05-13,0.024,0.0054,0.0082
227,9.95,51.53,1986-05-14,0.018,0.0022,0.0036
228,9.95,51.53,1986-05-15,0.0144,0.0014,0.0032
229,9.95,51.53,1986-05-16,0.0124,0.0032,0.007
230,9.95,51.53,1986-05-17,0.00545,0.00165,0.0034000000000000002
231,9.95,51.53,1986-05-18,0.0094,0.0034,0.0066
232,9.95,51.53,1986-05-19,0.0037,0.0014,0.00265
233,9.95,51.53,1986-05-20,0.0054,0.0022,0.004
234,9.95,51.53,1986-05-21,0.006,0.003,0.0056
235,9.95,51.53,1986-05-22,0.0042,0.0016,0.003
236,9.95,51.53,1986-05-23,0.006,0.0018,0.0046
237,9.95,51.53,1986-05-24,0.00235,0.00095,0.0020499999999999997
238,9.95,51.53,1986-05-25,0.0034,0.002,0.0036
239,9.95,51.53,1986-05-26,0.0044,0.0018,0.004
240,9.95,51.53,1986-05-27,0.0062,0.0026,0.0048
241,9.95,51.53,1986-05-28,0.0046,0.0018,0.0036
242,9.95,51.53,1986-05-29,0.0024,0.0014,0.0024
243,9.95,51.53,1986-05-30,0.00182,0.00058,0.00136
244,9.95,51.53,1986-05-31,0.0,0.0,0.0
245,9.73,52.38,1986-04-27,0.0,0.0,0.0
246,9.73,52.38,1986-04-28,0.00025,0.0,0.0
247,9.73,52.38,1986-04-29,0.0005,0.0,0.0
248,9.73,52.38,1986-04-30,0.00075,0.0,0.0
249,9.73,52.38,1986-05-01,0.002,0.0,0.0
250,9.73,52.38,1986-05-02,0.036,0.0,0.0
251,9.73,52.38,1986-05-03,0.778,0.074,0.148
252,9.73,52.38,1986-05-04,1.258,0.186,0.378
253,9.73,52.38,1986-05-05,0.888,0.134,0.26
254,9.73,52.38,1986-05-06,0.784,0.214,0.452
255,9.73,52.38,1986-05-07,0.384,0.092,0.186
256,9.73,52.38,1986-05-08,0.04,0.004,0.008
257,9.73,52.38,1986-05-09,0.02,0.0014,0.003
258,9.73,52.38,1986-05-10,0.016,0.0008,0.003
259,9.73,52.38,1986-05-11,0.008,0.0,0.002
260,9.73,52.38,1986-05-12,0.0144,0.0014,0.0018
261,9.73,52.38,1986-05-13,0.0056,0.0007,0.00115
262,9.73,52.38,1986-05-14,0.008,0.0014,0.0028
263,9.73,52.38,1986-05-15,0.003841666666666667,0.0007166666666666667,0.0014416666666666666
264,9.73,52.38,1986-05-16,0.0036833333333333336,0.0007333333333333333,0.0014833333333333332
265,9.73,52.38,1986-05-17,0.0035250000000000004,0.00075,0.0015249999999999999
266,9.73,52.38,1986-05-18,0.003366666666666667,0.0007666666666666667,0.0015666666666666665
267,9.73,52.38,1986-05-19,0.003208333333333334,0.0007833333333333334,0.0016083333333333331
268,9.73,52.38,1986-05-20,0.0030500000000000006,0.0008,0.0016499999999999998
269,9.73,52.38,1986-05-21,0.0028916666666666674,0.0008166666666666667,0.0016916666666666664
270,9.73,52.38,1986-05-22,0.002733333333333334,0.0008333333333333334,0.001733333333333333
271,9.73,52.38,1986-05-23,0.002575000000000001,0.0008500000000000001,0.0017749999999999997
272,9.73,52.38,1986-05-24,0.0024166666666666677,0.0008666666666666667,0.0018166666666666663
273,9.73,52.38,1986-05-25,0.0022583333333333344,0.0008833333333333334,0.001858333333333333
274,9.73,52.38,1986-05-26,0.0042,0.0018,0.0038
275,9.73,52.38,1986-05-27,0.0016799999999999999,0.0007199999999999999,0.00152
276,9.73,52.38,1986-05-28,0.0012599999999999998,0.0005399999999999999,0.0011400000000000002
277,9.73,52.38,1986-05-29,0.0008399999999999998,0.00035999999999999986,0.0007600000000000003
278,9.73,52.38,1986-05-30,0.0004199999999999998,0.00017999999999999982,0.00038000000000000035
279,9.73,52.38,1986-05-31,0.0,0.0,0.0
280,8.67,49.0,1986-04-27,0.0,0.0,0.0
281,8.67,49.0,1986-04-28,0.0,0.0016666666666666668,0.005333333333333333
282,8.67,49.0,1986-04-29,0.0,0.0033333333333333335,0.010666666666666666
283,8.67,49.0,1986-04-30,0.0,0.01,0.032
284,8.67,49.0,1986-05-01,0.0,3.8124,7.424
285,8.67,49.0,1986-05-02,0.0,12.399999999999999,22.200000000000003
286,8.67,49.0,1986-05-03,0.0,3.26,8.0
287,8.67,49.0,1986-05-04,0.0,0.5674,1.258
288,8.67,49.0,1986-05-05,0.0,0.33599999999999997,0.6000000000000001
289,8.67,49.0,1986-05-06,0.0,0.2,0.41000000000000003
290,8.67,49.0,1986-05-07,0.0,0.064,0.156
291,8.67,49.0,1986-05-08,0.0,0.0038,0.0054
292,8.67,49.0,1986-05-09,0.0,0.0026,0.004
293,8.67,49.0,1986-05-10,0.0,0.0044,0.0064
294,8.67,49.0,1986-05-11,0.0,0.0,0.0034
295,8.67,49.0,1986-05-12,0.0,0.0,0.00184
296,8.67,49.0,1986-05-13,0.0,0.0,0.000865
297,8.67,49.0,1986-05-14,0.0,0.0,0.00162
298,8.67,49.0,1986-05-15,0.0,0.0,0.0007623529411764705
299,8.67,49.0,1986-05-16,0.0,0.0,0.0007147058823529411
300,8.67,49.0,1986-05-17,0.0,0.0,0.0006670588235294117
301,8.67,49.0,1986-05-18,0.0,0.0,0.0006194117647058822
302,8.67,49.0,1986-05-19,0.0,0.0,0.0005717647058823528
303,8.67,49.0,1986-05-20,0.0,0.0,0.0005241176470588233
304,8.67,49.0,1986-05-21,0.0,0.0,0.0004764705882352939
305,8.67,49.0,1986-05-22,0.0,0.0,0.0004288235294117645
306,8.67,49.0,1986-05-23,0.0,0.0,0.00038117647058823504
307,8.67,49.0,1986-05-24,0.0,0.0,0.0003335294117647056
308,8.67,49.0,1986-05-25,0.0,0.0,0.0002858823529411762
309,8.67,49.0,1986-05-26,0.0,0.0,0.00023823529411764674
310,8.67,49.0,1986-05-27,0.0,0.0,0.0001905882352941173
311,8.67,49.0,1986-05-28,0.0,0.0,0.00014294117647058787
312,8.67,49.0,1986-05-29,0.0,0.0,9.529411764705844e-05
313,8.67,49.0,1986-05-30,0.0,0.0,4.7647058823529e-05
314,8.67,49.0,1986-05-31,0.0,0.0,0.0
315,7.65,51.11,1986-04-27,0.0,0.0,0.0
316,7.65,51.11,1986-04-28,0.17875,0.0,0.092
317,7.65,51.11,1986-04-29,0.3575,0.0,0.184
318,7.65,51.11,1986-04-30,0.53625,0.0,0.276
319,7.65,51.11,1986-05-01,1.43,0.0,0.736
320,7.65,51.11,1986-05-02,3.842,0.0,2.128
321,7.65,51.11,1986-05-03,2.758,0.0,1.514
322,7.65,51.11,1986-05-04,0.708,0.0,0.36
323,7.65,51.11,1986-05-05,0.85,0.0,0.618
324,7.65,51.11,1986-05-06,0.426,0.0,0.358
325,7.65,51.11,1986-05-07,0.444,0.0,0.154
326,7.65,51.11,1986-05-08,0.21275,0.0,0.07379166666666667
327,7.65,51.11,1986-05-09,0.2035,0.0,0.07058333333333335
328,7.65,51.11,1986-05-10,0.19424999999999998,0.0,0.06737500000000002
329,7.65,51.11,1986-05-11,0.18499999999999997,0.0,0.06416666666666669
330,7.65,51.11,1986-05-12,0.17574999999999996,0.0,0.060958333333333364
331,7.65,51.11,1986-05-13,0.16649999999999995,0.0,0.05775000000000004
332,7.65,51.11,1986-05-14,0.15724999999999995,0.0,0.05454166666666671
333,7.65,51.11,1986-05-15,0.14799999999999994,0.0,0.051333333333333384
334,7.65,51.11,1986-05-16,0.13874999999999993,0.0,0.04812500000000006
335,7.65,51.11,1986-05-17,0.12949999999999992,0.0,0.04491666666666673
336,7.65,51.11,1986-05-18,0.12024999999999991,0.0,0.0417083333333334
337,7.65,51.11,1986-05-19,0.1109999999999999,0.0,0.038500000000000076
338,7.65,51.11,1986-05-20,0.1017499999999999,0.0,0.03529166666666675
339,7.65,51.11,1986-05-21,0.09249999999999989,0.0,0.03208333333333342
340,7.65,51.11,1986-05-22,0.08324999999999988,0.0,0.028875000000000095
341,7.65,51.11,1986-05-23,0.07399999999999987,0.0,0.025666666666666768
342,7.65,51.11,1986-05-24,0.06474999999999986,0.0,0.02245833333333344
343,7.65,51.11,1986-05-25,0.055499999999999855,0.0,0.019250000000000114
344,7.65,51.11,1986-05-26,0.04624999999999985,0.0,0.016041666666666787
345,7.65,51.11,1986-05-27,0.03699999999999984,0.0,0.01283333333333346
346,7.65,51.11,1986-05-28,0.02774999999999983,0.0,0.009625000000000133
347,7.65,51.11,1986-05-29,0.018499999999999822,0.0,0.0064166666666668065
348,7.65,51.11,1986-05-30,0.009249999999999814,0.0,0.0032083333333334796
349,7.65,51.11,1986-05-31,0.0,0.0,0.0
350,11.58,48.13,1986-04-27,0.0,0.0,0.0
351,11.58,48.13,1986-04-28,10.466666666666667,1.9866666666666666,4.496666666666666
352,11.58,48.13,1986-04-29,20.933333333333334,3.973333333333333,8.993333333333332
353,11.58,48.13,1986-04-30,62.800000000000004,11.92,26.979999999999997
354,11.58,48.13,1986-05-01,67.0,16.599999999999998,31.0
355,11.58,48.13,1986-05-02,21.4,5.460000000000001,10.32
356,11.58,48.13,1986-05-03,2.8,0.88,1.6
357,11.58,48.13,1986-05-04,1.78,0.54,1.16
358,11.58,48.13,1986-05-05,1.2,0.38,0.92
359,11.58,48.13,1986-05-06,0.64,0.18,0.24
360,11.58,48.13,1986-05-07,0.72,0.24,0.6
361,11.58,48.13,1986-05-08,0.26,0.072,0.154
362,11.58,48.13,1986-05-09,0.028,0.0032,0.0084
363,11.58,48.13,1986-05-10,0.032,0.0048,0.0086
364,11.58,48.13,1986-05-11,0.026,0.0,0.0102
365,11.58,48.13,1986-05-12,0.0112,0.0054,0.0044
366,11.58,48.13,1986-05-13,0.0052,0.002428888888888889,0.0068
367,11.58,48.13,1986-05-14,0.0029,0.0021577777777777776,0.002125
368,11.58,48.13,1986-05-15,0.0064,0.0018866666666666663,0.0017
369,11.58,48.13,1986-05-16,0.003,0.001615555555555555,0.000796875
370,11.58,48.13,1986-05-17,0.0028,0.0013444444444444437,0.0007437499999999999
371,11.58,48.13,1986-05-18,0.0026,0.0010733333333333324,0.0006906249999999999
372,11.58,48.13,1986-05-19,0.0024,0.0008022222222222211,0.0006374999999999999
373,11.58,48.13,1986-05-20,0.0021999999999999997,0.0005311111111111098,0.0005843749999999999
374,11.58,48.13,1986-05-21,0.0019999999999999996,0.00052,0.0005312499999999999
375,11.58,48.13,1986-05-22,0.0017999999999999995,0.00023399999999999997,0.0004781249999999999
376,11.58,48.13,1986-05-23,0.0015999999999999994,0.00020799999999999996,0.0004249999999999999
377,11.58,48.13,1986-05-24,0.0013999999999999993,0.00018199999999999995,0.0003718749999999999
378,11.58,48.13,1986-05-25,0.0011999999999999992,0.00015599999999999994,0.0003187499999999999
379,11.58,48.13,1986-05-26,0.0009999999999999992,0.00012999999999999993,0.0002656249999999999
380,11.58,48.13,1986-05-27,0.0007999999999999991,0.00010399999999999993,0.0002124999999999999
381,11.58,48.13,1986-05-28,0.000599999999999999,7.799999999999992e-05,0.0001593749999999999
382,11.58,48.13,1986-05-29,0.0003999999999999989,5.199999999999991e-05,0.0001062499999999999
383,11.58,48.13,1986-05-30,0.0001999999999999988,2.59999999999999e-05,5.3124999999999895e-05
384,11.58,48.13,1986-05-31,0.0,0.0,0.0
385,7.15,53.71,1986-04-27,0.0,0.0,0.0
386,7.15,53.71,1986-04-28,0.0496,0.0,0.0178
387,7.15,53.71,1986-04-29,0.0992,0.0,0.0356
388,7.15,53.71,1986-04-30,0.1488,0.0,0.0534
389,7.15,53.71,1986-05-01,0.1984,0.0,0.0712
390,7.15,53.71,1986-05-02,0.496,0.0,0.178
