,X,Y,date,I_131_(Bq/m3)
593,5.75,43.71,1986-05-30,0.002999999999999947
594,5.75,43.71,1986-05-31,0.0
595,0.25,47.15,1986-04-27,0.0
596,0.25,47.15,1986-04-28,0.3
597,0.25,47.15,1986-04-29,0.6
598,0.25,47.15,1986-04-30,0.8999999999999999
599,0.25,47.15,1986-05-01,1.2
600,0.25,47.15,1986-05-02,1.5
601,0.25,47.15,1986-05-03,0.24
602,0.25,47.15,1986-05-04,0.0067
603,0.25,47.15,1986-05-05,0.0043
604,0.25,47.15,1986-05-06,0.0038
605,0.25,47.15,1986-05-07,0.015
606,0.25,47.15,1986-05-08,0.014
607,0.25,47.15,1986-05-09,0.011
608,0.25,47.15,1986-05-10,0.0033
609,0.25,47.15,1986-05-11,0.0021
610,0.25,47.15,1986-05-12,0.0049
611,0.25,47.15,1986-05-13,0.004
612,0.25,47.15,1986-05-14,0.0062
613,0.25,47.15,1986-05-15,0.0052
614,0.25,47.15,1986-05-16,0.0044
615,0.25,47.15,1986-05-17,0.0038
616,0.25,47.15,1986-05-18,0.0036
617,0.25,47.15,1986-05-19,0.0058
618,0.25,47.15,1986-05-20,0.005316666666666667
619,0.25,47.15,1986-05-21,0.004833333333333334
620,0.25,47.15,1986-05-22,0.004350000000000001
621,0.25,47.15,1986-05-23,0.0038666666666666676
622,0.25,47.15,1986-05-24,0.0033833333333333345
623,0.25,47.15,1986-05-25,0.0029000000000000015
624,0.25,47.15,1986-05-26,0.0024166666666666685
625,0.25,47.15,1986-05-27,0.0019333333333333355
626,0.25,47.15,1986-05-28,0.0014500000000000025
627,0.25,47.15,1986-05-29,0.0009666666666666695
628,0.25,47.15,1986-05-30,0.0004833333333333365
629,0.25,47.15,1986-05-31,0.0
630,4.81,50.1,1986-04-27,0.0
631,4.81,50.1,1986-04-28,1.1
632,4.81,50.1,1986-04-29,2.2
633,4.81,50.1,1986-04-30,3.3000000000000003
634,4.81,50.1,1986-05-01,4.4
635,4.81,50.1,1986-05-02,5.5
636,4.81,50.1,1986-05-03,1.9
637,4.81,50.1,1986-05-04,0.72
638,4.81,50.1,1986-05-05,0.13
639,4.81,50.1,1986-05-06,0.07
640,4.81,50.1,1986-05-07,0.057
641,4.81,50.1,1986-05-08,0.0058
642,4.81,50.1,1986-05-09,0.005
643,4.81,50.1,1986-05-10,0.0055
644,4.81,50.1,1986-05-11,0.0055
645,4.81,50.1,1986-05-12,0.01
646,4.81,50.1,1986-05-13,0.0055
647,4.81,50.1,1986-05-14,0.0052499999999999995
648,4.81,50.1,1986-05-15,0.005
649,4.81,50.1,1986-05-16,0.0046875
650,4.81,50.1,1986-05-17,0.0043749999999999995
651,4.81,50.1,1986-05-18,0.004062499999999999
652,4.81,50.1,1986-05-19,0.003749999999999999
653,4.81,50.1,1986-05-20,0.0034374999999999987
654,4.81,50.1,1986-05-21,0.0031249999999999984
655,4.81,50.1,1986-05-22,0.002812499999999998
656,4.81,50.1,1986-05-23,0.002499999999999998
657,4.81,50.1,1986-05-24,0.0021874999999999976
658,4.81,50.1,1986-05-25,0.0018749999999999973
659,4.81,50.1,1986-05-26,0.001562499999999997
660,4.81,50.1,1986-05-27,0.0012499999999999968
661,4.81,50.1,1986-05-28,0.0009374999999999965
662,4.81,50.1,1986-05-29,0.0006249999999999962
663,4.81,50.1,1986-05-30,0.00031249999999999594
664,4.81,50.1,1986-05-31,0.0
665,4.8,44.63,1986-04-27,0.0
666,4.8,44.63,1986-04-28,0.072
667,4.8,44.63,1986-04-29,0.144
668,4.8,44.63,1986-04-30,0.21599999999999997
669,4.8,44.63,1986-05-01,0.288
670,4.8,44.63,1986-05-02,0.36
671,4.8,44.63,1986-05-03,0.95
672,4.8,44.63,1986-05-04,0.6
673,4.8,44.63,1986-05-05,0.22
674,4.8,44.63,1986-05-06,0.11
675,4.8,44.63,1986-05-07,0.016
676,4.8,44.63,1986-05-08,0.0058
677,4.8,44.63,1986-05-09,0.012
678,4.8,44.63,1986-05-10,0.0065
679,4.8,44.63,1986-05-11,0.003
680,4.8,44.63,1986-05-12,0.0018
681,4.8,44.63,1986-05-13,0.0019
682,4.8,44.63,1986-05-14,0.007
683,4.8,44.63,1986-05-15,0.0046
684,4.8,44.63,1986-05-16,0.0028
685,4.8,44.63,1986-05-17,0.0017
686,4.8,44.63,1986-05-18,0.0016
687,4.8,44.63,1986-05-19,0.0015
688,4.8,44.63,1986-05-20,0.0013
689,4.8,44.63,1986-05-21,0.0011818181818181817
690,4.8,44.63,1986-05-22,0.0010636363636363634
691,4.8,44.63,1986-05-23,0.0009454545454545451
692,4.8,44.63,1986-05-24,0.0008272727272727268
693,4.8,44.63,1986-05-25,0.0007090909090909086
694,4.8,44.63,1986-05-26,0.0005909090909090903
695,4.8,44.63,1986-05-27,0.000472727272727272
696,4.8,44.63,1986-05-28,0.00035454545454545374
697,4.8,44.63,1986-05-29,0.00023636363636363547
698,4.8,44.63,1986-05-30,0.00011818181818181719
699,4.8,44.63,1986-05-31,0.0
700,2.51,47.71,1986-04-27,0.0
701,2.51,47.71,1986-04-28,0.000275
702,2.51,47.71,1986-04-29,0.00055
703,2.51,47.71,1986-04-30,0.000825
704,2.51,47.71,1986-05-01,0.0011
705,2.51,47.71,1986-05-02,1.2
706,2.51,47.71,1986-05-03,0.29
707,2.51,47.71,1986-05-04,0.01
708,2.51,47.71,1986-05-05,0.017
709,2.51,47.71,1986-05-06,0.0044
710,2.51,47.71,1986-05-07,0.0047
711,2.51,47.71,1986-05-08,0.0052
712,2.51,47.71,1986-05-09,0.0065
713,2.51,47.71,1986-05-10,0.0021
714,2.51,47.71,1986-05-11,0.0015
715,2.51,47.71,1986-05-12,0.0021
716,2.51,47.71,1986-05-13,0.00225
717,2.51,47.71,1986-05-14,0.0024
718,2.51,47.71,1986-05-15,0.0023
719,2.51,47.71,1986-05-16,0.00215625
720,2.51,47.71,1986-05-17,0.0020125000000000004
721,2.51,47.71,1986-05-18,0.0018687500000000006
722,2.51,47.71,1986-05-19,0.0017250000000000008
723,2.51,47.71,1986-05-20,0.001581250000000001
724,2.51,47.71,1986-05-21,0.0014375000000000013
725,2.51,47.71,1986-05-22,0.0012937500000000015
726,2.51,47.71,1986-05-23,0.0011500000000000017
727,2.51,47.71,1986-05-24,0.001006250000000002
728,2.51,47.71,1986-05-25,0.0008625000000000022
729,2.51,47.71,1986-05-26,0.0007187500000000024
730,2.51,47.71,1986-05-27,0.0005750000000000026
731,2.51,47.71,1986-05-28,0.0004312500000000028
732,2.51,47.71,1986-05-29,0.00028750000000000303
733,2.51,47.71,1986-05-30,0.00014375000000000325
734,2.51,47.71,1986-05-31,0.0
735,7.56,47.91,1986-04-27,0.0
736,7.56,47.91,1986-04-28,0.58
737,7.56,47.91,1986-04-29,1.16
738,7.56,47.91,1986-04-30,1.7399999999999998
739,7.56,47.91,1986-05-01,2.32
740,7.56,47.91,1986-05-02,2.9
741,7.56,47.91,1986-05-03,2.099999
742,7.56,47.91,1986-05-04,0.7
743,7.56,47.91,1986-05-05,0.5066666666666666
744,7.56,47.91,1986-05-06,0.31333333333333324
745,7.56,47.91,1986-05-07,0.12
746,7.56,47.91,1986-05-08,0.012
747,7.56,47.91,1986-05-09,0.013
748,7.56,47.91,1986-05-10,0.011
749,7.56,47.91,1986-05-11,0.0025
750,7.56,47.91,1986-05-12,0.0027
751,7.56,47.91,1986-05-13,0.0032
752,7.56,47.91,1986-05-14,0.003022222222222222
753,7.56,47.91,1986-05-15,0.002844444444444444
754,7.56,47.91,1986-05-16,0.002666666666666666
755,7.56,47.91,1986-05-17,0.002488888888888888
756,7.56,47.91,1986-05-18,0.00231111111111111
757,7.56,47.91,1986-05-19,0.002133333333333332
758,7.56,47.91,1986-05-20,0.001955555555555554
759,7.56,47.91,1986-05-21,0.0017777777777777761
760,7.56,47.91,1986-05-22,0.0015999999999999981
761,7.56,47.91,1986-05-23,0.0014222222222222201
762,7.56,47.91,1986-05-24,0.0012444444444444421
763,7.56,47.91,1986-05-25,0.0010666666666666641
764,7.56,47.91,1986-05-26,0.0008888888888888861
765,7.56,47.91,1986-05-27,0.0007111111111111081
766,7.56,47.91,1986-05-28,0.0005333333333333301
767,7.56,47.91,1986-05-29,0.0003555555555555521
768,7.56,47.91,1986-05-30,0.0001777777777777741
769,7.56,47.91,1986-05-31,0.0
770,-1.9,49.55,1986-04-27,0.0
771,-1.9,49.55,1986-04-28,0.05
772,-1.9,49.55,1986-04-29,0.1
773,-1.9,49.55,1986-04-30,0.15000000000000002
774,-1.9,49.55,1986-05-01,0.2
775,-1.9,49.55,1986-05-02,0.25
776,-1.9,49.55,1986-05-03,0.75
777,-1.9,49.55,1986-05-04,0.006
778,-1.9,49.55,1986-05-05,0.004
779,-1.9,49.55,1986-05-06,0.0028
780,-1.9,49.55,1986-05-07,0.0043
781,-1.9,49.55,1986-05-08,0.011
782,-1.9,49.55,1986-05-09,0.0055
783,-1.9,49.55,1986-05-10,0.0052499999999999995
784,-1.9,49.55,1986-05-11,0.004999999999999999
785,-1.9,49.55,1986-05-12,0.004749999999999999
786,-1.9,49.55,1986-05-13,0.004499999999999999
787,-1.9,49.55,1986-05-14,0.004249999999999999
788,-1.9,49.55,1986-05-15,0.003999999999999998
789,-1.9,49.55,1986-05-16,0.003749999999999998
790,-1.9,49.55,1986-05-17,0.003499999999999998
791,-1.9,49.55,1986-05-18,0.0032499999999999977
792,-1.9,49.55,1986-05-19,0.0029999999999999975
793,-1.9,49.55,1986-05-20,0.0027499999999999972
794,-1.9,49.55,1986-05-21,0.002499999999999997
795,-1.9,49.55,1986-05-22,0.002249999999999997
796,-1.9,49.55,1986-05-23,0.0019999999999999966
797,-1.9,49.55,1986-05-24,0.0017499999999999964
798,-1.9,49.55,1986-05-25,0.0014999999999999961
799,-1.9,49.55,1986-05-26,0.001249999999999996
800,-1.9,49.55,1986-05-27,0.0009999999999999957
801,-1.9,49.55,1986-05-28,0.0007499999999999955
802,-1.9,49.55,1986-05-29,0.0004999999999999952
803,-1.9,49.55,1986-05-30,0.000249999999999995
804,-1.9,49.55,1986-05-31,0.0
805,2.31,51.0,1986-04-27,0.0
806,2.31,51.0,1986-04-28,0.0016
807,2.31,51.0,1986-04-29,0.0032
808,2.31,51.0,1986-04-30,0.0048000000000000004
809,2.31,51.0,1986-05-01,0.0064
810,2.31,51.0,1986-05-02,0.008
811,2.31,51.0,1986-05-03,0.065
812,2.31,51.0,1986-05-04,1.5
813,2.31,51.0,1986-05-05,0.07
814,2.31,51.0,1986-05-06,0.023
815,2.31,51.0,1986-05-07,0.0205
816,2.31,51.0,1986-05-08,0.02
817,2.31,51.0,1986-05-09,0.009
818,2.31,51.0,1986-05-10,0.004
819,2.31,51.0,1986-05-11,0.004
820,2.31,51.0,1986-05-12,0.0055
821,2.31,51.0,1986-05-13,0.007
822,2.31,51.0,1986-05-14,0.006
823,2.31,51.0,1986-05-15,0.006
824,2.31,51.0,1986-05-16,0.0052
825,2.31,51.0,1986-05-17,0.0052
826,2.31,51.0,1986-05-18,0.005
827,2.31,51.0,1986-05-19,0.005
828,2.31,51.0,1986-05-20,0.004583333333333333
829,2.31,51.0,1986-05-21,0.004166666666666667
830,2.31,51.0,1986-05-22,0.00375
831,2.31,51.0,1986-05-23,0.003333333333333333
832,2.31,51.0,1986-05-24,0.0029166666666666664
833,2.31,51.0,1986-05-25,0.0024999999999999996
834,2.31,51.0,1986-05-26,0.002083333333333333
835,2.31,51.0,1986-05-27,0.0016666666666666661
836,2.31,51.0,1986-05-28,0.0012499999999999994
837,2.31,51.0,1986-05-29,0.0008333333333333326
838,2.31,51.0,1986-05-30,0.0004166666666666659
839,2.31,51.0,1986-05-31,0.0
840,5.72,45.18,1986-04-27,0.0
841,5.72,45.18,1986-04-28,0.0888
842,5.72,45.18,1986-04-29,0.1776
843,5.72,45.18,1986-04-30,0.2664
844,5.72,45.18,1986-05-01,0.3552
845,5.72,45.18,1986-05-02,0.444
846,5.72,45.18,1986-05-03,0.518
847,5.72,45.18,1986-05-04,0.407
848,5.72,45.18,1986-05-05,0.2405
849,5.72,45.18,1986-05-06,0.0851
850,5.72,45.18,1986-05-07,0.02516
851,5.72,45.18,1986-05-08,0.01739
852,5.72,45.18,1986-05-09,0.00962
853,5.72,45.18,1986-05-10,0.00185
854,5.72,45.18,1986-05-11,0.00518
855,5.72,45.18,1986-05-12,0.00059
856,5.72,45.18,1986-05-13,0.0005589473684210526
857,5.72,45.18,1986-05-14,0.0005278947368421052
858,5.72,45.18,1986-05-15,0.0004968421052631578
859,5.72,45.18,1986-05-16,0.00046578947368421044
860,5.72,45.18,1986-05-17,0.00043473684210526304
861,5.72,45.18,1986-05-18,0.00040368421052631564
862,5.72,45.18,1986-05-19,0.00037263157894736824
863,5.72,45.18,1986-05-20,0.00034157894736842084
864,5.72,45.18,1986-05-21,0.00031052631578947344
865,5.72,45.18,1986-05-22,0.00027947368421052604
866,5.72,45.18,1986-05-23,0.00024842105263157865
867,5.72,45.18,1986-05-24,0.00021736842105263125
868,5.72,45.18,1986-05-25,0.00018631578947368385
869,5.72,45.18,1986-05-26,0.00015526315789473645
870,5.72,45.18,1986-05-27,0.00012421052631578905
871,5.72,45.18,1986-05-28,9.315789473684165e-05
872,5.72,45.18,1986-05-29,6.210526315789425e-05
873,5.72,45.18,1986-05-30,3.1052631578946856e-05
874,5.72,45.18,1986-05-31,0.0
875,5.26,45.8,1986-04-27,0.0
876,5.26,45.8,1986-04-28,0.38
877,5.26,45.8,1986-04-29,0.76
878,5.26,45.8,1986-04-30,1.1400000000000001
879,5.26,45.8,1986-05-01,1.52
880,5.26,45.8,1986-05-02,1.9
881,5.26,45.8,1986-05-03,2.5
882,5.26,45.8,1986-05-04,2.799999
883,5.26,45.8,1986-05-05,0.31
884,5.26,45.8,1986-05-06,0.28
885,5.26,45.8,1986-05-07,0.057
886,5.26,45.8,1986-05-08,0.0041
887,5.26,45.8,1986-05-09,0.015
888,5.26,45.8,1986-05-10,0.026
889,5.26,45.8,1986-05-11,0.004
890,5.26,45.8,1986-05-12,0.004
891,5.26,45.8,1986-05-13,0.004
892,5.26,45.8,1986-05-14,0.004
893,5.26,45.8,1986-05-15,0.004
894,5.26,45.8,1986-05-16,0.00375
895,5.26,45.8,1986-05-17,0.0034999999999999996
896,5.26,45.8,1986-05-18,0.0032499999999999994
897,5.26,45.8,1986-05-19,0.002999999999999999
898,5.26,45.8,1986-05-20,0.002749999999999999
899,5.26,45.8,1986-05-21,0.0024999999999999988
900,5.26,45.8,1986-05-22,0.0022499999999999985
901,5.26,45.8,1986-05-23,0.0019999999999999983
902,5.26,45.8,1986-05-24,0.001749999999999998
903,5.26,45.8,1986-05-25,0.0014999999999999979
904,5.26,45.8,1986-05-26,0.0012499999999999976
905,5.26,45.8,1986-05-27,0.0009999999999999974
906,5.26,45.8,1986-05-28,0.0007499999999999972
907,5.26,45.8,1986-05-29,0.000499999999999997
908,5.26,45.8,1986-05-30,0.00024999999999999675
909,5.26,45.8,1986-05-31,0.0
910,2.13,48.88,1986-04-27,0.0
911,2.13,48.88,1986-04-28,0.78
912,2.13,48.88,1986-04-29,1.56
913,2.13,48.88,1986-04-30,2.34
914,2.13,48.88,1986-05-01,3.12
915,2.13,48.88,1986-05-02,3.9
916,2.13,48.88,1986-05-03,1.599999
917,2.13,48.88,1986-05-04,0.042
918,2.13,48.88,1986-05-05,0.051
919,2.13,48.88,1986-05-06,0.038
920,2.13,48.88,1986-05-07,0.022
921,2.13,48.88,1986-05-08,0.028
922,2.13,48.88,1986-05-09,0.019
923,2.13,48.88,1986-05-10,0.007
924,2.13,48.88,1986-05-11,0.0028
925,2.13,48.88,1986-05-12,0.017
926,2.13,48.88,1986-05-13,0.0067
927,2.13,48.88,1986-05-14,0.0085
928,2.13,48.88,1986-05-15,0.0044
929,2.13,48.88,1986-05-16,0.007
930,2.13,48.88,1986-05-17,0.0067
931,2.13,48.88,1986-05-18,0.0037
932,2.13,48.88,1986-05-19,0.0067
933,2.13,48.88,1986-05-20,0.0033
934,2.13,48.88,1986-05-21,0.003
935,2.13,48.88,1986-05-22,0.0027
936,2.13,48.88,1986-05-23,0.0024000000000000002
937,2.13,48.88,1986-05-24,0.0021000000000000003
938,2.13,48.88,1986-05-25,0.0018000000000000004
939,2.13,48.88,1986-05-26,0.0015000000000000005
940,2.13,48.88,1986-05-27,0.0012000000000000005
941,2.13,48.88,1986-05-28,0.0009000000000000006
942,2.13,48.88,1986-05-29,0.0006000000000000007
943,2.13,48.88,1986-05-30,0.0003000000000000008
944,2.13,48.88,1986-05-31,8.673617379884035e-19
945,4.8,44.13,1986-04-27,0.0
946,4.8,44.13,1986-04-28,0.010606666666666667
947,4.8,44.13,1986-04-29,0.021213333333333334
948,4.8,44.13,1986-04-30,0.03182
949,4.8,44.13,1986-05-01,0.555
950,4.8,44.13,1986-05-02,2.552999
951,4.8,44.13,1986-05-03,1.183999
952,4.8,44.13,1986-05-04,1.368999
953,4.8,44.13,1986-05-05,0.555
954,4.8,44.13,1986-05-06,0.5336538461538463
955,4.8,44.13,1986-05-07,0.5123076923076925
956,4.8,44.13,1986-05-08,0.49096153846153867
957,4.8,44.13,1986-05-09,0.4696153846153849
958,4.8,44.13,1986-05-10,0.4482692307692311
959,4.8,44.13,1986-05-11,0.4269230769230773
960,4.8,44.13,1986-05-12,0.4055769230769235
961,4.8,44.13,1986-05-13,0.3842307692307697
962,4.8,44.13,1986-05-14,0.3628846153846159
963,4.8,44.13,1986-05-15,0.3415384615384621
964,4.8,44.13,1986-05-16,0.32019230769230833
965,4.8,44.13,1986-05-17,0.29884615384615454
966,4.8,44.13,1986-05-18,0.27750000000000075
967,4.8,44.13,1986-05-19,0.25615384615384695
968,4.8,44.13,1986-05-20,0.23480769230769316
969,4.8,44.13,1986-05-21,0.21346153846153937
970,4.8,44.13,1986-05-22,0.19211538461538558
971,4.8,44.13,1986-05-23,0.17076923076923178
972,4.8,44.13,1986-05-24,0.149423076923078
973,4.8,44.13,1986-05-25,0.1280769230769242
974,4.8,44.13,1986-05-26,0.1067307692307704
975,4.8,44.13,1986-05-27,0.08538461538461661
976,4.8,44.13,1986-05-28,0.06403846153846282
977,4.8,44.13,1986-05-29,0.04269230769230903
978,4.8,44.13,1986-05-30,0.021346153846155236
979,4.8,44.13,1986-05-31,0.0
980,7.42,43.73,1986-04-27,0.0
981,7.42,43.73,1986-04-28,0.0375
982,7.42,43.73,1986-04-29,0.075
983,7.42,43.73,1986-04-30,0.11249999999999999
984,7.42,43.73,1986-05-01,0.15
985,7.42,43.73,1986-05-02,1.4
986,7.42,43.73,1986-05-03,2.9
987,7.42,43.73,1986-05-04,2.799999
988,7.42,43.73,1986-05-05,1.299999
989,7.42,43.73,1986-05-06,0.48
990,7.42,43.73,1986-05-07,0.32
991,7.42,43.73,1986-05-08,0.06
992,7.42,43.73,1986-05-09,0.04
993,7.42,43.73,1986-05-10,0.02
994,7.42,43.73,1986-05-11,0.01904761904761905
995,7.42,43.73,1986-05-12,0.018095238095238098
996,7.42,43.73,1986-05-13,0.017142857142857147
997,7.42,43.73,1986-05-14,0.016190476190476196
998,7.42,43.73,1986-05-15,0.015238095238095245
999,7.42,43.73,1986-05-16,0.014285714285714294
1000,7.42,43.73,1986-05-17,0.013333333333333343
1001,7.42,43.73,1986-05-18,0.012380952380952392
1002,7.42,43.73,1986-05-19,0.01142857142857144
1003,7.42,43.73,1986-05-20,0.01047619047619049
1004,7.42,43.73,1986-05-21,0.009523809523809539
1005,7.42,43.73,1986-05-22,0.008571428571428587
1006,7.42,43.73,1986-05-23,0.007619047619047636
1007,7.42,43.73,1986-05-24,0.006666666666666685
1008,7.42,43.73,1986-05-25,0.005714285714285734
1009,7.42,43.73,1986-05-26,0.004761904761904783
1010,7.42,43.73,1986-05-27,0.003809523809523832
1011,7.42,43.73,1986-05-28,0.002857142857142881
1012,7.42,43.73,1986-05-29,0.00190476190476193
1013,7.42,43.73,1986-05-30,0.0009523809523809788
1014,7.42,43.73,1986-05-31,0.0
1015,2.18,48.68,1986-04-27,0.0
1016,2.18,48.68,1986-04-28,1.266
1017,2.18,48.68,1986-04-29,2.532
1018,2.18,48.68,1986-04-30,3.798
1019,2.18,48.68,1986-05-01,5.064
1020,2.18,48.68,1986-05-02,6.33
1021,2.18,48.68,1986-05-03,0.31
1022,2.18,48.68,1986-05-04,0.0103
1023,2.18,48.68,1986-05-05,0.037
1024,2.18,48.68,1986-05-06,0.0034
1025,2.18,48.68,1986-05-07,0.0062
1026,2.18,48.68,1986-05-08,0.012
1027,2.18,48.68,1986-05-09,0.017
1028,2.18,48.68,1986-05-10,0.0019
1029,2.18,48.68,1986-05-11,0.0018095238095238095
1030,2.18,48.68,1986-05-12,0.001719047619047619
1031,2.18,48.68,1986-05-13,0.0016285714285714284
1032,2.18,48.68,1986-05-14,0.001538095238095238
1033,2.18,48.68,1986-05-15,0.0014476190476190474
1034,2.18,48.68,1986-05-16,0.001357142857142857
1035,2.18,48.68,1986-05-17,0.0012666666666666664
1036,2.18,48.68,1986-05-18,0.0011761904761904759
1037,2.18,48.68,1986-05-19,0.0010857142857142853
1038,2.18,48.68,1986-05-20,0.0009952380952380948
1039,2.18,48.68,1986-05-21,0.0009047619047619043
1040,2.18,48.68,1986-05-22,0.0008142857142857138
1041,2.18,48.68,1986-05-23,0.0007238095238095233
1042,2.18,48.68,1986-05-24,0.0006333333333333328
1043,2.18,48.68,1986-05-25,0.0005428571428571422
1044,2.18,48.68,1986-05-26,0.0004523809523809517
1045,2.18,48.68,1986-05-27,0.0003619047619047612
1046,2.18,48.68,1986-05-28,0.0002714285714285707
1047,2.18,48.68,1986-05-29,0.00018095238095238017
1048,2.18,48.68,1986-05-30,9.047619047618965e-05
1049,2.18,48.68,1986-05-31,0.0
1050,2.36,48.85,1986-04-27,0.0
1051,2.36,48.85,1986-04-28,5e-06
1052,2.36,48.85,1986-04-29,1e-05
1053,2.36,48.85,1986-04-30,1.5e-05
1054,2.36,48.85,1986-05-01,0.51
1055,2.36,48.85,1986-05-02,1.929999
1056,2.36,48.85,1986-05-03,0.18
1057,2.36,48.85,1986-05-04,0.0083
1058,2.36,48.85,1986-05-05,0.033
1059,2.36,48.85,1986-05-06,0.012
1060,2.36,48.85,1986-05-07,0.009
1061,2.36,48.85,1986-05-08,0.0068
1062,2.36,48.85,1986-05-09,0.0054
1063,2.36,48.85,1986-05-10,0.00094
1064,2.36,48.85,1986-05-11,0.003
1065,2.36,48.85,1986-05-12,0.0035
1066,2.36,48.85,1986-05-13,0.004
1067,2.36,48.85,1986-05-14,0.0035
1068,2.36,48.85,1986-05-15,0.00285
1069,2.36,48.85,1986-05-16,0.0022
1070,2.36,48.85,1986-05-17,0.00265
1071,2.36,48.85,1986-05-18,0.0031
1072,2.36,48.85,1986-05-19,0.0019
1073,2.36,48.85,1986-05-20,0.0007
1074,2.36,48.85,1986-05-21,0.0006363636363636363
1075,2.36,48.85,1986-05-22,0.0005727272727272726
1076,2.36,48.85,1986-05-23,0.0005090909090909089
1077,2.36,48.85,1986-05-24,0.0004454545454545452
1078,2.36,48.85,1986-05-25,0.0003818181818181815
1079,2.36,48.85,1986-05-26,0.0003181818181818178
1080,2.36,48.85,1986-05-27,0.00025454545454545413
1081,2.36,48.85,1986-05-28,0.00019090909090909043
1082,2.36,48.85,1986-05-29,0.00012727272727272674
1083,2.36,48.85,1986-05-30,6.363636363636304e-05
1084,2.36,48.85,1986-05-31,0.0
1085,2.16,48.73,1986-04-27,0.0
1086,2.16,48.73,1986-04-28,0.0
1087,2.16,48.73,1986-04-29,0.0
1088,2.16,48.73,1986-04-30,0.0
1089,2.16,48.73,1986-05-01,0.0
1090,2.16,48.73,1986-05-02,0.0
1091,2.16,48.73,1986-05-03,0.0
1092,2.16,48.73,1986-05-04,0.0
1093,2.16,48.73,1986-05-05,0.0
1094,2.16,48.73,1986-05-06,0.0
1095,2.16,48.73,1986-05-07,0.0
1096,2.16,48.73,1986-05-08,0.0
1097,2.16,48.73,1986-05-09,0.0
1098,2.16,48.73,1986-05-10,0.0
1099,2.16,48.73,1986-05-11,0.0
1100,2.16,48.73,1986-05-12,0.0
1101,2.16,48.73,1986-05-13,0.0
1102,2.16,48.73,1986-05-14,0.0
1103,2.16,48.73,1986-05-15,0.0
1104,2.16,48.73,1986-05-16,0.0
1105,2.16,48.73,1986-05-17,0.0
1106,2.16,48.73,1986-05-18,0.0
1107,2.16,48.73,1986-05-19,0.0
1108,2.16,48.73,1986-05-20,0.0
1109,2.16,48.73,1986-05-21,0.0
1110,2.16,48.73,1986-05-22,0.0
1111,2.16,48.73,1986-05-23,0.0
1112,2.16,48.73,1986-05-24,0.0
1113,2.16,48.73,1986-05-25,0.0
1114,2.16,48.73,1986-05-26,0.0
1115,2.16,48.73,1986-05-27,0.0
1116,2.16,48.73,1986-05-28,0.0
1117,2.16,48.73,1986-05-29,0.0
1118,2.16,48.73,1986-05-30,0.0
1119,2.16,48.73,1986-05-31,0.0
1120,4.75,45.4,1986-04-27,0.0
1121,4.75,45.4,1986-04-28,0.38
1122,4.75,45.4,1986-04-29,0.76
1123,4.75,45.4,1986-04-30,1.1400000000000001
1124,4.75,45.4,1986-05-01,1.52
1125,4.75,45.4,1986-05-02,1.9
1126,4.75,45.4,1986-05-03,3.299999
1127,4.75,45.4,1986-05-04,1.4
1128,4.75,45.4,1986-05-05,0.7
1129,4.75,45.4,1986-05-06,0.0
1130,4.75,45.4,1986-05-07,0.02
1131,4.75,45.4,1986-05-08,0.016
1132,4.75,45.4,1986-05-09,0.015
1133,4.75,45.4,1986-05-10,0.012
1134,4.75,45.4,1986-05-11,0.0065
1135,4.75,45.4,1986-05-12,0.0055
1136,4.75,45.4,1986-05-13,0.0033499999999999997
1137,4.75,45.4,1986-05-14,0.0012
1138,4.75,45.4,1986-05-15,0.0075
1139,4.75,45.4,1986-05-16,0.007031249999999999
1140,4.75,45.4,1986-05-17,0.006562499999999999
1141,4.75,45.4,1986-05-18,0.0060937499999999985
1142,4.75,45.4,1986-05-19,0.005624999999999998
1143,4.75,45.4,1986-05-20,0.005156249999999998
1144,4.75,45.4,1986-05-21,0.004687499999999997
1145,4.75,45.4,1986-05-22,0.004218749999999997
1146,4.75,45.4,1986-05-23,0.0037499999999999964
1147,4.75,45.4,1986-05-24,0.003281249999999996
1148,4.75,45.4,1986-05-25,0.0028124999999999956
1149,4.75,45.4,1986-05-26,0.002343749999999995
1150,4.75,45.4,1986-05-27,0.0018749999999999947
1151,4.75,45.4,1986-05-28,0.0014062499999999943
1152,4.75,45.4,1986-05-29,0.0009374999999999939
1153,4.75,45.4,1986-05-30,0.0004687499999999935
1154,4.75,45.4,1986-05-31,0.0
1155,1.58,47.71,1986-04-27,0.0
1156,1.58,47.71,1986-04-28,0.0
1157,1.58,47.71,1986-04-29,0.0
1158,1.58,47.71,1986-04-30,0.0
1159,1.58,47.71,1986-05-01,0.0
1160,1.58,47.71,1986-05-02,0.0
1161,1.58,47.71,1986-05-03,0.0
1162,1.58,47.71,1986-05-04,0.0
1163,1.58,47.71,1986-05-05,0.0
1164,1.58,47.71,1986-05-06,0.0
1165,1.58,47.71,1986-05-07,0.0
1166,1.58,47.71,1986-05-08,0.0
1167,1.58,47.71,1986-05-09,0.0
1168,1.58,47.71,1986-05-10,0.0
1169,1.58,47.71,1986-05-11,0.0
1170,1.58,47.71,1986-05-12,0.0
1171,1.58,47.71,1986-05-13,0.0
1172,1.58,47.71,1986-05-14,0.0
1173,1.58,47.71,1986-05-15,0.0
1174,1.58,47.71,1986-05-16,0.0
1175,1.58,47.71,1986-05-17,0.0
1176,1.58,47.71,1986-05-18,0.0
