,X,Y,date,I_131_(Bq/m3)
1177,1.58,47.71,1986-05-19,0.0
1178,1.58,47.71,1986-05-20,0.0
1179,1.58,47.71,1986-05-21,0.0
1180,1.58,47.71,1986-05-22,0.0
1181,1.58,47.71,1986-05-23,0.0
1182,1.58,47.71,1986-05-24,0.0
1183,1.58,47.71,1986-05-25,0.0
1184,1.58,47.71,1986-05-26,0.0
1185,1.58,47.71,1986-05-27,0.0
1186,1.58,47.71,1986-05-28,0.0
1187,1.58,47.71,1986-05-29,0.0
1188,1.58,47.71,1986-05-30,0.0
1189,1.58,47.71,1986-05-31,0.0
1190,4.73,44.33,1986-04-27,0.0
1191,4.73,44.33,1986-04-28,0.0
1192,4.73,44.33,1986-04-29,0.0
1193,4.73,44.33,1986-04-30,0.0
1194,4.73,44.33,1986-05-01,0.0
1195,4.73,44.33,1986-05-02,0.4
1196,4.73,44.33,1986-05-03,0.9
1197,4.73,44.33,1986-05-04,0.75
1198,4.73,44.33,1986-05-05,0.23
1199,4.73,44.33,1986-05-06,0.11
1200,4.73,44.33,1986-05-07,0.014
1201,4.73,44.33,1986-05-08,0.0085
1202,4.73,44.33,1986-05-09,0.012
1203,4.73,44.33,1986-05-10,0.005
1204,4.73,44.33,1986-05-11,0.005
1205,4.73,44.33,1986-05-12,0.003
1206,4.73,44.33,1986-05-13,0.0095
1207,4.73,44.33,1986-05-14,0.002
1208,4.73,44.33,1986-05-15,0.0018823529411764706
1209,4.73,44.33,1986-05-16,0.0017647058823529412
1210,4.73,44.33,1986-05-17,0.0016470588235294118
1211,4.73,44.33,1986-05-18,0.0015294117647058824
1212,4.73,44.33,1986-05-19,0.001411764705882353
1213,4.73,44.33,1986-05-20,0.0012941176470588236
1214,4.73,44.33,1986-05-21,0.0011764705882352942
1215,4.73,44.33,1986-05-22,0.0010588235294117648
1216,4.73,44.33,1986-05-23,0.0009411764705882354
1217,4.73,44.33,1986-05-24,0.000823529411764706
1218,4.73,44.33,1986-05-25,0.0007058823529411766
1219,4.73,44.33,1986-05-26,0.0005882352941176472
1220,4.73,44.33,1986-05-27,0.0004705882352941178
1221,4.73,44.33,1986-05-28,0.0003529411764705884
1222,4.73,44.33,1986-05-29,0.00023529411764705902
1223,4.73,44.33,1986-05-30,0.00011764705882352962
1224,4.73,44.33,1986-05-31,0.0
1225,5.38,49.15,1986-04-27,0.0
1226,5.38,49.15,1986-04-28,6.666666666666667e-05
1227,5.38,49.15,1986-04-29,0.00013333333333333334
1228,5.38,49.15,1986-04-30,0.0002
1229,5.38,49.15,1986-05-01,0.003
1230,5.38,49.15,1986-05-02,9.44
1231,5.38,49.15,1986-05-03,1.77
1232,5.38,49.15,1986-05-04,0.965
1233,5.38,49.15,1986-05-05,0.16
1234,5.38,49.15,1986-05-06,0.11
1235,5.38,49.15,1986-05-07,0.039
1236,5.38,49.15,1986-05-08,0.0087
1237,5.38,49.15,1986-05-09,0.0091
1238,5.38,49.15,1986-05-10,0.0076
1239,5.38,49.15,1986-05-11,0.007238095238095238
1240,5.38,49.15,1986-05-12,0.006876190476190476
1241,5.38,49.15,1986-05-13,0.006514285714285714
1242,5.38,49.15,1986-05-14,0.006152380952380952
1243,5.38,49.15,1986-05-15,0.00579047619047619
1244,5.38,49.15,1986-05-16,0.005428571428571428
1245,5.38,49.15,1986-05-17,0.0050666666666666655
1246,5.38,49.15,1986-05-18,0.004704761904761903
1247,5.38,49.15,1986-05-19,0.004342857142857141
1248,5.38,49.15,1986-05-20,0.003980952380952379
1249,5.38,49.15,1986-05-21,0.0036190476190476172
1250,5.38,49.15,1986-05-22,0.003257142857142855
1251,5.38,49.15,1986-05-23,0.002895238095238093
1252,5.38,49.15,1986-05-24,0.002533333333333331
1253,5.38,49.15,1986-05-25,0.002171428571428569
1254,5.38,49.15,1986-05-26,0.0018095238095238069
1255,5.38,49.15,1986-05-27,0.0014476190476190448
1256,5.38,49.15,1986-05-28,0.0010857142857142827
1257,5.38,49.15,1986-05-29,0.0007238095238095207
1258,5.38,49.15,1986-05-30,0.0003619047619047586
1259,5.38,49.15,1986-05-31,0.0
1260,-6.28,53.37,1986-04-27,0.0
1261,-6.28,53.37,1986-04-28,0.0
1262,-6.28,53.37,1986-04-29,0.0
1263,-6.28,53.37,1986-04-30,0.0
1264,-6.28,53.37,1986-05-01,0.0
1265,-6.28,53.37,1986-05-02,0.0
1266,-6.28,53.37,1986-05-03,0.0
1267,-6.28,53.37,1986-05-04,0.0
1268,-6.28,53.37,1986-05-05,0.0
1269,-6.28,53.37,1986-05-06,0.0
1270,-6.28,53.37,1986-05-07,0.0
1271,-6.28,53.37,1986-05-08,0.0
1272,-6.28,53.37,1986-05-09,0.0
1273,-6.28,53.37,1986-05-10,0.0
1274,-6.28,53.37,1986-05-11,0.0
1275,-6.28,53.37,1986-05-12,0.0
1276,-6.28,53.37,1986-05-13,0.0
1277,-6.28,53.37,1986-05-14,0.0
1278,-6.28,53.37,1986-05-15,0.0
1279,-6.28,53.37,1986-05-16,0.0
1280,-6.28,53.37,1986-05-17,0.0
1281,-6.28,53.37,1986-05-18,0.0
1282,-6.28,53.37,1986-05-19,0.0
1283,-6.28,53.37,1986-05-20,0.0
1284,-6.28,53.37,1986-05-21,0.0
1285,-6.28,53.37,1986-05-22,0.0
1286,-6.28,53.37,1986-05-23,0.0
1287,-6.28,53.37,1986-05-24,0.0
1288,-6.28,53.37,1986-05-25,0.0
1289,-6.28,53.37,1986-05-26,0.0
1290,-6.28,53.37,1986-05-27,0.0
1291,-6.28,53.37,1986-05-28,0.0
1292,-6.28,53.37,1986-05-29,0.0
1293,-6.28,53.37,1986-05-30,0.0
1294,-6.28,53.37,1986-05-31,0.0
1295,11.33,44.48,1986-04-27,0.0
1296,11.33,44.48,1986-04-28,0.02266666666666667
1297,11.33,44.48,1986-04-29,0.04533333333333334
1298,11.33,44.48,1986-04-30,0.068
1299,11.33,44.48,1986-05-01,0.627
1300,11.33,44.48,1986-05-02,7.015
1301,11.33,44.48,1986-05-03,2.926
1302,11.33,44.48,1986-05-04,1.404
1303,11.33,44.48,1986-05-05,0.837
1304,11.33,44.48,1986-05-06,0.681
1305,11.33,44.48,1986-05-07,0.956
1306,11.33,44.48,1986-05-08,0.515
1307,11.33,44.48,1986-05-09,0.07
1308,11.33,44.48,1986-05-10,0.051
1309,11.33,44.48,1986-05-11,0.047
1310,11.33,44.48,1986-05-12,0.037
1311,11.33,44.48,1986-05-13,0.015
1312,11.33,44.48,1986-05-14,0.016
1313,11.33,44.48,1986-05-15,0.012
1314,11.33,44.48,1986-05-16,0.01
1315,11.33,44.48,1986-05-17,0.01
1316,11.33,44.48,1986-05-18,0.006
1317,11.33,44.48,1986-05-19,0.006
1318,11.33,44.48,1986-05-20,0.003
1319,11.33,44.48,1986-05-21,0.003
1320,11.33,44.48,1986-05-22,0.001
1321,11.33,44.48,1986-05-23,0.0008888888888888889
1322,11.33,44.48,1986-05-24,0.0007777777777777778
1323,11.33,44.48,1986-05-25,0.0006666666666666668
1324,11.33,44.48,1986-05-26,0.0005555555555555557
1325,11.33,44.48,1986-05-27,0.0004444444444444446
1326,11.33,44.48,1986-05-28,0.0003333333333333335
1327,11.33,44.48,1986-05-29,0.0002222222222222224
1328,11.33,44.48,1986-05-30,0.0001111111111111113
1329,11.33,44.48,1986-05-31,0.0
1330,12.3,42.03,1986-04-27,0.0
1331,12.3,42.03,1986-04-28,1.991
1332,12.3,42.03,1986-04-29,3.982
1333,12.3,42.03,1986-04-30,5.973000000000001
1334,12.3,42.03,1986-05-01,7.964
1335,12.3,42.03,1986-05-02,5.258
1336,12.3,42.03,1986-05-03,2.899
1337,12.3,42.03,1986-05-04,2.629
1338,12.3,42.03,1986-05-05,1.724
1339,12.3,42.03,1986-05-06,1.453
1340,12.3,42.03,1986-05-07,0.487
1341,12.3,42.03,1986-05-08,0.467
1342,12.3,42.03,1986-05-09,0.17
1343,12.3,42.03,1986-05-10,0.064
1344,12.3,42.03,1986-05-11,0.041
1345,12.3,42.03,1986-05-12,0.014
1346,12.3,42.03,1986-05-13,0.011
1347,12.3,42.03,1986-05-14,0.007
1348,12.3,42.03,1986-05-15,0.008
1349,12.3,42.03,1986-05-16,0.012
1350,12.3,42.03,1986-05-17,0.0112
1351,12.3,42.03,1986-05-18,0.0104
1352,12.3,42.03,1986-05-19,0.0096
1353,12.3,42.03,1986-05-20,0.008799999999999999
1354,12.3,42.03,1986-05-21,0.007999999999999998
1355,12.3,42.03,1986-05-22,0.007199999999999998
1356,12.3,42.03,1986-05-23,0.006399999999999998
1357,12.3,42.03,1986-05-24,0.005599999999999997
1358,12.3,42.03,1986-05-25,0.004799999999999997
1359,12.3,42.03,1986-05-26,0.003999999999999997
1360,12.3,42.03,1986-05-27,0.0031999999999999963
1361,12.3,42.03,1986-05-28,0.002399999999999996
1362,12.3,42.03,1986-05-29,0.0015999999999999955
1363,12.3,42.03,1986-05-30,0.0007999999999999952
1364,12.3,42.03,1986-05-31,0.0
1365,8.63,45.8,1986-04-27,0.0
1366,8.63,45.8,1986-04-28,2.8699999999999997
1367,8.63,45.8,1986-04-29,5.739999999999999
1368,8.63,45.8,1986-04-30,8.61
1369,8.63,45.8,1986-05-01,24.95
1370,8.63,45.8,1986-05-02,23.35
1371,8.63,45.8,1986-05-03,14.5
1372,8.63,45.8,1986-05-04,3.3
1373,8.63,45.8,1986-05-05,2.72
1374,8.63,45.8,1986-05-06,15.59
1375,8.63,45.8,1986-05-07,5.08
1376,8.63,45.8,1986-05-08,0.15
1377,8.63,45.8,1986-05-09,0.04
1378,8.63,45.8,1986-05-10,0.03
1379,8.63,45.8,1986-05-11,0.03
1380,8.63,45.8,1986-05-12,0.02
1381,8.63,45.8,1986-05-13,0.02
1382,8.63,45.8,1986-05-14,0.02
1383,8.63,45.8,1986-05-15,0.018823529411764708
1384,8.63,45.8,1986-05-16,0.017647058823529415
1385,8.63,45.8,1986-05-17,0.016470588235294122
1386,8.63,45.8,1986-05-18,0.01529411764705883
1387,8.63,45.8,1986-05-19,0.014117647058823537
1388,8.63,45.8,1986-05-20,0.012941176470588244
1389,8.63,45.8,1986-05-21,0.011764705882352951
1390,8.63,45.8,1986-05-22,0.010588235294117659
1391,8.63,45.8,1986-05-23,0.009411764705882366
1392,8.63,45.8,1986-05-24,0.008235294117647073
1393,8.63,45.8,1986-05-25,0.007058823529411781
1394,8.63,45.8,1986-05-26,0.005882352941176488
1395,8.63,45.8,1986-05-27,0.004705882352941195
1396,8.63,45.8,1986-05-28,0.0035294117647059024
1397,8.63,45.8,1986-05-29,0.0023529411764706097
1398,8.63,45.8,1986-05-30,0.001176470588235317
1399,8.63,45.8,1986-05-31,0.0
1400,8.02,45.21,1986-04-27,0.0
1401,8.02,45.21,1986-04-28,0.0
1402,8.02,45.21,1986-04-29,0.0
1403,8.02,45.21,1986-04-30,0.0
1404,8.02,45.21,1986-05-01,0.0
1405,8.02,45.21,1986-05-02,0.0
1406,8.02,45.21,1986-05-03,0.0
1407,8.02,45.21,1986-05-04,0.0
1408,8.02,45.21,1986-05-05,0.0
1409,8.02,45.21,1986-05-06,0.0
1410,8.02,45.21,1986-05-07,0.0
1411,8.02,45.21,1986-05-08,0.0
1412,8.02,45.21,1986-05-09,0.0
1413,8.02,45.21,1986-05-10,0.0
1414,8.02,45.21,1986-05-11,0.0
1415,8.02,45.21,1986-05-12,0.0
1416,8.02,45.21,1986-05-13,0.0
1417,8.02,45.21,1986-05-14,0.0
1418,8.02,45.21,1986-05-15,0.0
1419,8.02,45.21,1986-05-16,0.0
1420,8.02,45.21,1986-05-17,0.0
1421,8.02,45.21,1986-05-18,0.0
1422,8.02,45.21,1986-05-19,0.0
1423,8.02,45.21,1986-05-20,0.0
1424,8.02,45.21,1986-05-21,0.0
1425,8.02,45.21,1986-05-22,0.0
1426,8.02,45.21,1986-05-23,0.0
1427,8.02,45.21,1986-05-24,0.0
1428,8.02,45.21,1986-05-25,0.0
1429,8.02,45.21,1986-05-26,0.0
1430,8.02,45.21,1986-05-27,0.0
1431,8.02,45.21,1986-05-28,0.0
1432,8.02,45.21,1986-05-29,0.0
1433,8.02,45.21,1986-05-30,0.0
1434,8.02,45.21,1986-05-31,0.0
1435,16.63,40.17,1986-04-27,0.0
1436,16.63,40.17,1986-04-28,1.0026
1437,16.63,40.17,1986-04-29,2.0052
1438,16.63,40.17,1986-04-30,3.0077999999999996
1439,16.63,40.17,1986-05-01,4.0104
1440,16.63,40.17,1986-05-02,5.013
1441,16.63,40.17,1986-05-03,6.603
1442,16.63,40.17,1986-05-04,5.565
1443,16.63,40.17,1986-05-05,0.142
1444,16.63,40.17,1986-05-06,1.541
1445,16.63,40.17,1986-05-07,0.651
1446,16.63,40.17,1986-05-08,0.344
1447,16.63,40.17,1986-05-09,0.2
1448,16.63,40.17,1986-05-10,0.068
1449,16.63,40.17,1986-05-11,0.028
1450,16.63,40.17,1986-05-12,0.051
1451,16.63,40.17,1986-05-13,0.029
1452,16.63,40.17,1986-05-14,0.054
1453,16.63,40.17,1986-05-15,0.014
1454,16.63,40.17,1986-05-16,0.007
1455,16.63,40.17,1986-05-17,0.006
1456,16.63,40.17,1986-05-18,0.005571428571428572
1457,16.63,40.17,1986-05-19,0.0051428571428571435
1458,16.63,40.17,1986-05-20,0.004714285714285715
1459,16.63,40.17,1986-05-21,0.004285714285714287
1460,16.63,40.17,1986-05-22,0.0038571428571428585
1461,16.63,40.17,1986-05-23,0.00342857142857143
1462,16.63,40.17,1986-05-24,0.003000000000000002
1463,16.63,40.17,1986-05-25,0.0025714285714285735
1464,16.63,40.17,1986-05-26,0.002142857142857145
1465,16.63,40.17,1986-05-27,0.0017142857142857168
1466,16.63,40.17,1986-05-28,0.0012857142857142885
1467,16.63,40.17,1986-05-29,0.0008571428571428601
1468,16.63,40.17,1986-05-30,0.0004285714285714318
1469,16.63,40.17,1986-05-31,0.0
1470,5.18,52.11,1986-04-27,0.0
1471,5.18,52.11,1986-04-28,1.6
1472,5.18,52.11,1986-04-29,3.2
1473,5.18,52.11,1986-04-30,4.800000000000001
1474,5.18,52.11,1986-05-01,6.4
1475,5.18,52.11,1986-05-02,8.0
1476,5.18,52.11,1986-05-03,4.0
1477,5.18,52.11,1986-05-04,0.9
1478,5.18,52.11,1986-05-05,0.5
1479,5.18,52.11,1986-05-06,0.1
1480,5.18,52.11,1986-05-07,0.04
1481,5.18,52.11,1986-05-08,0.01
1482,5.18,52.11,1986-05-09,0.005
1483,5.18,52.11,1986-05-10,0.004666666666666667
1484,5.18,52.11,1986-05-11,0.004333333333333334
1485,5.18,52.11,1986-05-12,0.004
1486,5.18,52.11,1986-05-13,0.004
1487,5.18,52.11,1986-05-14,0.003
1488,5.18,52.11,1986-05-15,0.005
1489,5.18,52.11,1986-05-16,0.007
1490,5.18,52.11,1986-05-17,0.006533333333333334
1491,5.18,52.11,1986-05-18,0.006066666666666667
1492,5.18,52.11,1986-05-19,0.005600000000000001
1493,5.18,52.11,1986-05-20,0.005133333333333334
1494,5.18,52.11,1986-05-21,0.004666666666666668
1495,5.18,52.11,1986-05-22,0.0042000000000000015
1496,5.18,52.11,1986-05-23,0.003733333333333335
1497,5.18,52.11,1986-05-24,0.0032666666666666686
1498,5.18,52.11,1986-05-25,0.002800000000000002
1499,5.18,52.11,1986-05-26,0.0023333333333333357
1500,5.18,52.11,1986-05-27,0.0018666666666666692
1501,5.18,52.11,1986-05-28,0.0014000000000000028
1502,5.18,52.11,1986-05-29,0.0009333333333333364
1503,5.18,52.11,1986-05-30,0.0004666666666666699
1504,5.18,52.11,1986-05-31,0.0
1505,4.38,52.0,1986-04-27,0.0
1506,4.38,52.0,1986-04-28,0.0
1507,4.38,52.0,1986-04-29,0.0
1508,4.38,52.0,1986-04-30,0.0
1509,4.38,52.0,1986-05-01,0.0
1510,4.38,52.0,1986-05-02,0.0
1511,4.38,52.0,1986-05-03,0.0
1512,4.38,52.0,1986-05-04,0.0
1513,4.38,52.0,1986-05-05,0.0
1514,4.38,52.0,1986-05-06,0.0
1515,4.38,52.0,1986-05-07,0.0
1516,4.38,52.0,1986-05-08,0.0
1517,4.38,52.0,1986-05-09,0.0
1518,4.38,52.0,1986-05-10,0.0
1519,4.38,52.0,1986-05-11,0.0
1520,4.38,52.0,1986-05-12,0.0
1521,4.38,52.0,1986-05-13,0.0
1522,4.38,52.0,1986-05-14,0.0
1523,4.38,52.0,1986-05-15,0.0
1524,4.38,52.0,1986-05-16,0.0
1525,4.38,52.0,1986-05-17,0.0
1526,4.38,52.0,1986-05-18,0.0
1527,4.38,52.0,1986-05-19,0.0
1528,4.38,52.0,1986-05-20,0.0
1529,4.38,52.0,1986-05-21,0.0
1530,4.38,52.0,1986-05-22,0.0
1531,4.38,52.0,1986-05-23,0.0
1532,4.38,52.0,1986-05-24,0.0
1533,4.38,52.0,1986-05-25,0.0
1534,4.38,52.0,1986-05-26,0.0
1535,4.38,52.0,1986-05-27,0.0
1536,4.38,52.0,1986-05-28,0.0
1537,4.38,52.0,1986-05-29,0.0
1538,4.38,52.0,1986-05-30,0.0
1539,4.38,52.0,1986-05-31,0.0
1540,6.56,53.13,1986-04-27,0.0
1541,6.56,53.13,1986-04-28,1.4380000000000002
1542,6.56,53.13,1986-04-29,2.8760000000000003
1543,6.56,53.13,1986-04-30,4.314
1544,6.56,53.13,1986-05-01,5.752000000000001
1545,6.56,53.13,1986-05-02,7.19
1546,6.56,53.13,1986-05-03,1.8
1547,6.56,53.13,1986-05-04,1.18
1548,6.56,53.13,1986-05-05,0.09
1549,6.56,53.13,1986-05-06,0.13
1550,6.56,53.13,1986-05-07,0.02
1551,6.56,53.13,1986-05-08,0.01916666666666667
1552,6.56,53.13,1986-05-09,0.018333333333333337
1553,6.56,53.13,1986-05-10,0.017500000000000005
1554,6.56,53.13,1986-05-11,0.016666666666666673
1555,6.56,53.13,1986-05-12,0.01583333333333334
1556,6.56,53.13,1986-05-13,0.01500000000000001
1557,6.56,53.13,1986-05-14,0.014166666666666678
1558,6.56,53.13,1986-05-15,0.013333333333333346
1559,6.56,53.13,1986-05-16,0.012500000000000015
1560,6.56,53.13,1986-05-17,0.011666666666666683
1561,6.56,53.13,1986-05-18,0.010833333333333351
1562,6.56,53.13,1986-05-19,0.01000000000000002
1563,6.56,53.13,1986-05-20,0.009166666666666688
1564,6.56,53.13,1986-05-21,0.008333333333333356
1565,6.56,53.13,1986-05-22,0.007500000000000024
1566,6.56,53.13,1986-05-23,0.006666666666666692
1567,6.56,53.13,1986-05-24,0.0058333333333333605
1568,6.56,53.13,1986-05-25,0.005000000000000029
1569,6.56,53.13,1986-05-26,0.004166666666666697
1570,6.56,53.13,1986-05-27,0.003333333333333365
1571,6.56,53.13,1986-05-28,0.0025000000000000334
1572,6.56,53.13,1986-05-29,0.0016666666666667017
1573,6.56,53.13,1986-05-30,0.0008333333333333699
1574,6.56,53.13,1986-05-31,0.0
1575,6.53,53.25,1986-04-27,0.0
1576,6.53,53.25,1986-04-28,1.8
1577,6.53,53.25,1986-04-29,3.6
1578,6.53,53.25,1986-04-30,5.4
1579,6.53,53.25,1986-05-01,7.2
1580,6.53,53.25,1986-05-02,9.0
1581,6.53,53.25,1986-05-03,1.9
1582,6.53,53.25,1986-05-04,0.29
1583,6.53,53.25,1986-05-05,0.6
1584,6.53,53.25,1986-05-06,0.05
1585,6.53,53.25,1986-05-07,0.03
1586,6.53,53.25,1986-05-08,0.03
1587,6.53,53.25,1986-05-09,0.004
1588,6.53,53.25,1986-05-10,0.004
1589,6.53,53.25,1986-05-11,0.002
1590,6.53,53.25,1986-05-12,0.002
1591,6.53,53.25,1986-05-13,0.002
1592,6.53,53.25,1986-05-14,0.002
1593,6.53,53.25,1986-05-15,0.002
1594,6.53,53.25,1986-05-16,0.002
1595,6.53,53.25,1986-05-17,0.002
1596,6.53,53.25,1986-05-18,0.002
1597,6.53,53.25,1986-05-19,0.001
1598,6.53,53.25,1986-05-20,0.001
1599,6.53,53.25,1986-05-21,0.001
1600,6.53,53.25,1986-05-22,0.0009
1601,6.53,53.25,1986-05-23,0.0007999999999999999
1602,6.53,53.25,1986-05-24,0.0006999999999999999
1603,6.53,53.25,1986-05-25,0.0005999999999999998
1604,6.53,53.25,1986-05-26,0.0004999999999999998
1605,6.53,53.25,1986-05-27,0.00039999999999999975
1606,6.53,53.25,1986-05-28,0.0002999999999999997
1607,6.53,53.25,1986-05-29,0.00019999999999999966
1608,6.53,53.25,1986-05-30,9.999999999999961e-05
1609,6.53,53.25,1986-05-31,0.0
1610,4.64,52.76,1986-04-27,0.0
1611,4.64,52.76,1986-04-28,0.0
1612,4.64,52.76,1986-04-29,0.0
1613,4.64,52.76,1986-04-30,0.0
1614,4.64,52.76,1986-05-01,0.0
1615,4.64,52.76,1986-05-02,0.0
1616,4.64,52.76,1986-05-03,0.0
1617,4.64,52.76,1986-05-04,0.0
1618,4.64,52.76,1986-05-05,0.0
1619,4.64,52.76,1986-05-06,0.0
1620,4.64,52.76,1986-05-07,0.0
1621,4.64,52.76,1986-05-08,0.0
1622,4.64,52.76,1986-05-09,0.0
1623,4.64,52.76,1986-05-10,0.0
1624,4.64,52.76,1986-05-11,0.0
1625,4.64,52.76,1986-05-12,0.0
1626,4.64,52.76,1986-05-13,0.0
1627,4.64,52.76,1986-05-14,0.0
1628,4.64,52.76,1986-05-15,0.0
1629,4.64,52.76,1986-05-16,0.0
1630,4.64,52.76,1986-05-17,0.0
1631,4.64,52.76,1986-05-18,0.0
1632,4.64,52.76,1986-05-19,0.0
1633,4.64,52.76,1986-05-20,0.0
1634,4.64,52.76,1986-05-21,0.0
1635,4.64,52.76,1986-05-22,0.0
1636,4.64,52.76,1986-05-23,0.0
1637,4.64,52.76,1986-05-24,0.0
1638,4.64,52.76,1986-05-25,0.0
1639,4.64,52.76,1986-05-26,0.0
1640,4.64,52.76,1986-05-27,0.0
1641,4.64,52.76,1986-05-28,0.0
1642,4.64,52.76,1986-05-29,0.0
1643,4.64,52.76,1986-05-30,0.0
1644,4.64,52.76,1986-05-31,0.0
1645,3.58,51.45,1986-04-27,0.0
1646,3.58,51.45,1986-04-28,1.024
1647,3.58,51.45,1986-04-29,2.048
1648,3.58,51.45,1986-04-30,3.072
1649,3.58,51.45,1986-05-01,4.096
1650,3.58,51.45,1986-05-02,5.12
1651,3.58,51.45,1986-05-03,2.24
1652,3.58,51.45,1986-05-04,0.23
1653,3.58,51.45,1986-05-05,0.04
1654,3.58,51.45,1986-05-06,0.06
1655,3.58,51.45,1986-05-07,0.03
1656,3.58,51.45,1986-05-08,0.02711111111111111
1657,3.58,51.45,1986-05-09,0.02422222222222222
1658,3.58,51.45,1986-05-10,0.021333333333333333
1659,3.58,51.45,1986-05-11,0.018444444444444444
1660,3.58,51.45,1986-05-12,0.015555555555555555
1661,3.58,51.45,1986-05-13,0.012666666666666666
1662,3.58,51.45,1986-05-14,0.009777777777777778
1663,3.58,51.45,1986-05-15,0.006888888888888889
1664,3.58,51.45,1986-05-16,0.004
1665,3.58,51.45,1986-05-17,0.0037142857142857142
1666,3.58,51.45,1986-05-18,0.0034285714285714284
1667,3.58,51.45,1986-05-19,0.0031428571428571426
1668,3.58,51.45,1986-05-20,0.0028571428571428567
1669,3.58,51.45,1986-05-21,0.002571428571428571
1670,3.58,51.45,1986-05-22,0.002285714285714285
1671,3.58,51.45,1986-05-23,0.002
1672,3.58,51.45,1986-05-24,0.00175
1673,3.58,51.45,1986-05-25,0.0015
1674,3.58,51.45,1986-05-26,0.00125
1675,3.58,51.45,1986-05-27,0.001
1676,3.58,51.45,1986-05-28,0.00075
1677,3.58,51.45,1986-05-29,0.0005
1678,3.58,51.45,1986-05-30,0.00025
1679,3.58,51.45,1986-05-31,0.0
1680,23.78,38.0,1986-04-27,0.0
1681,23.78,38.0,1986-04-28,0.5166666666666667
1682,23.78,38.0,1986-04-29,1.0333333333333334
1683,23.78,38.0,1986-04-30,1.5500000000000003
1684,23.78,38.0,1986-05-01,2.066666666666667
1685,23.78,38.0,1986-05-02,2.5833333333333335
1686,23.78,38.0,1986-05-03,3.1
1687,23.78,38.0,1986-05-04,9.5
1688,23.78,38.0,1986-05-05,13.5
1689,23.78,38.0,1986-05-06,5.6
1690,23.78,38.0,1986-05-07,4.333333333333333
1691,23.78,38.0,1986-05-08,3.0666666666666664
1692,23.78,38.0,1986-05-09,1.8
1693,23.78,38.0,1986-05-10,0.5
1694,23.78,38.0,1986-05-11,0.53
1695,23.78,38.0,1986-05-12,0.34
1696,23.78,38.0,1986-05-13,0.2
1697,23.78,38.0,1986-05-14,0.12
1698,23.78,38.0,1986-05-15,0.21
1699,23.78,38.0,1986-05-16,0.12
1700,23.78,38.0,1986-05-17,0.13
1701,23.78,38.0,1986-05-18,0.2
1702,23.78,38.0,1986-05-19,0.04
1703,23.78,38.0,1986-05-20,0.04
1704,23.78,38.0,1986-05-21,0.05
1705,23.78,38.0,1986-05-22,0.01
1706,23.78,38.0,1986-05-23,0.02
1707,23.78,38.0,1986-05-24,0.02
1708,23.78,38.0,1986-05-25,0.03
1709,23.78,38.0,1986-05-26,0.02
1710,23.78,38.0,1986-05-27,0.01
1711,23.78,38.0,1986-05-28,0.02
1712,23.78,38.0,1986-05-29,0.015
1713,23.78,38.0,1986-05-30,0.01
1714,23.78,38.0,1986-05-31,0.0
1715,21.79,40.31,1986-04-27,0.0
1716,21.79,40.31,1986-04-28,0.75
1717,21.79,40.31,1986-04-29,1.5
1718,21.79,40.31,1986-04-30,2.25
1719,21.79,40.31,1986-05-01,3.0
1720,21.79,40.31,1986-05-02,3.75
1721,21.79,40.31,1986-05-03,4.5
1722,21.79,40.31,1986-05-04,11.0
1723,21.79,40.31,1986-05-05,6.8
1724,21.79,40.31,1986-05-06,2.1
1725,21.79,40.31,1986-05-07,1.85
1726,21.79,40.31,1986-05-08,1.6
1727,21.79,40.31,1986-05-09,2.0
1728,21.79,40.31,1986-05-10,0.4
1729,21.79,40.31,1986-05-11,0.1
1730,21.79,40.31,1986-05-12,0.22
1731,21.79,40.31,1986-05-13,0.18
1732,21.79,40.31,1986-05-14,0.04
1733,21.79,40.31,1986-05-15,0.04666666666666667
1734,21.79,40.31,1986-05-16,0.05333333333333334
1735,21.79,40.31,1986-05-17,0.06
1736,21.79,40.31,1986-05-18,0.01
1737,21.79,40.31,1986-05-19,0.025
1738,21.79,40.31,1986-05-20,0.04
1739,21.79,40.31,1986-05-21,0.01
1740,21.79,40.31,1986-05-22,0.009000000000000001
1741,21.79,40.31,1986-05-23,0.008000000000000002
1742,21.79,40.31,1986-05-24,0.007000000000000003
1743,21.79,40.31,1986-05-25,0.006000000000000004
1744,21.79,40.31,1986-05-26,0.0050000000000000044
1745,21.79,40.31,1986-05-27,0.004000000000000005
1746,21.79,40.31,1986-05-28,0.003000000000000006
1747,21.79,40.31,1986-05-29,0.002000000000000007
1748,21.79,40.31,1986-05-30,0.0010000000000000078
1749,21.79,40.31,1986-05-31,0.0
1750,22.95,40.59,1986-04-27,0.0
1751,22.95,40.59,1986-04-28,0.03333333333333333
1752,22.95,40.59,1986-04-29,0.06666666666666667
1753,22.95,40.59,1986-04-30,0.1
1754,22.95,40.59,1986-05-01,0.13333333333333333
1755,22.95,40.59,1986-05-02,0.16666666666666666
1756,22.95,40.59,1986-05-03,0.2
1757,22.95,40.59,1986-05-04,1.4
1758,22.95,40.59,1986-05-05,5.1
1759,22.95,40.59,1986-05-06,3.2
1760,22.95,40.59,1986-05-07,9.5
1761,22.95,40.59,1986-05-08,4.925
1762,22.95,40.59,1986-05-09,0.35
1763,22.95,40.59,1986-05-10,0.2
1764,22.95,40.59,1986-05-11,0.1
1765,22.95,40.59,1986-05-12,0.03
